,#,player,Unnamed: 2,Date of birth / Age,Nat.,Market value
42,30.0,Kevin MöhwaldK. MöhwaldCentral Midfield,Kevin Möhwald,"Jul 3, 1993 (28)",,€2.00m
43,,Kevin MöhwaldK. Möhwald,,,,
44,,Central Midfield,,,,
45,7.0,Levin ÖztunaliL. ÖztunaliCentral Midfield,Levin Öztunali,"Mar 15, 1996 (26)",,€1.80m
46,,Levin ÖztunaliL. Öztunali,,,,
47,,Central Midfield,,,,
48,13.0,András SchäferA. SchäferCentral Midfield,András Schäfer,"Apr 13, 1999 (23)",,€1.60m
49,,András SchäferA. Schäfer,,,,
50,,Central Midfield,,,,
51,38.0,Maximilian SomnitzM. SomnitzCentral Midfield,Maximilian Somnitz,"Jun 9, 2003 (18)",,€200Th.
52,,Maximilian SomnitzM. Somnitz,,,,
53,,Central Midfield,,,,
54,24.0,Genki HaraguchiG. HaraguchiAttacking Midfield,Genki Haraguchi,"May 9, 1991 (31)",,€3.00m
55,,Genki HaraguchiG. Haraguchi,,,,
56,,Attacking Midfield,,,,
57,18.0,Keita EndoK. EndoLeft Winger,Keita Endo,"Nov 22, 1997 (24)",,€1.00m
58,,Keita EndoK. Endo,,,,
59,,Left Winger,,,,
60,27.0,Sheraldo BeckerS. BeckerRight Winger,Sheraldo Becker,"Feb 9, 1995 (27)",,€4.00m
61,,Sheraldo BeckerS. Becker,,,,
62,,Right Winger,,,,
63,29.0,Laurenz DehlL. DehlRight Winger,Laurenz Dehl,"Dec 12, 2001 (20)",,€250Th.
64,,Laurenz DehlL. Dehl,,,,
65,,Right Winger,,,,
66,14.0,Taiwo AwoniyiT. AwoniyiCentre-Forward,Taiwo Awoniyi,"Aug 12, 1997 (24)",,€15.00m
67,,Taiwo AwoniyiT. Awoniyi,,,,
68,,Centre-Forward,,,,
69,9.0,Andreas VoglsammerA. VoglsammerCentre-Forward,Andreas Voglsammer,"Jan 9, 1992 (30)",,€1.20m
70,,Andreas VoglsammerA. Voglsammer,,,,
71,,Centre-Forward,,,,
72,10.0,Sven MichelS. MichelCentre-Forward,Sven Michel,"Jul 15, 1990 (31)",,€1.20m
73,,Sven MichelS. Michel,,,,
74,,Centre-Forward,,,,
75,17.0,Kevin BehrensK. BehrensCentre-Forward,Kevin Behrens,"Feb 3, 1991 (31)",,€1.00m
76,,Kevin BehrensK. Behrens,,,,
77,,Centre-Forward,,,,
78,11.0,Anthony UjahA. UjahCentre-Forward,Anthony Ujah,"Oct 14, 1990 (31)",,€600Th.
79,,Anthony UjahA. Ujah,,,,
80,,Centre-Forward,,,,
81,39.0,Suleiman AbdullahiS. AbdullahiCentre-Forward,Suleiman Abdullahi,"Dec 10, 1996 (25)",,€400Th.
82,,Suleiman AbdullahiS. Abdullahi,,,,
83,,Centre-Forward,,,,
0,1.0,Kevin TrappK. TrappGoalkeeper,Kevin Trapp,"Jul 8, 1990 (31)",,€6.50m
1,,Kevin TrappK. Trapp,,,,
2,,Goalkeeper,,,,
3,40.0,Diant RamajD. Ramaj Goalkeeper,Diant Ramaj,"Sep 19, 2001 (20)",,€500Th.
4,,Diant RamajD. Ramaj,,,,
5,,Goalkeeper,,,,
6,31.0,Jens GrahlJ. GrahlGoalkeeper,Jens Grahl,"Sep 22, 1988 (33)",,€200Th.
7,,Jens GrahlJ. Grahl,,,,
8,,Goalkeeper,,,,
9,47.0,Jannik HorzJ. HorzGoalkeeper,Jannik Horz,"Apr 14, 2003 (19)",,€200Th.
10,,Jannik HorzJ. Horz,,,,
11,,Goalkeeper,,,,
12,2.0,Evan NdickaE. NdickaCentre-Back,Evan Ndicka,"Aug 20, 1999 (22)",,€28.00m
13,,Evan NdickaE. Ndicka,,,,
14,,Centre-Back,,,,
15,35.0,TutaTutaCentre-Back,Tuta,"Jul 4, 1999 (22)",,€10.00m
16,,TutaTuta,,,,
17,,Centre-Back,,,,
18,13.0,Martin HintereggerM. Hinteregger Centre-Back,Martin Hinteregger,"Sep 7, 1992 (29)",,€9.00m
19,,Martin HintereggerM. Hinteregger,,,,
20,,Centre-Back,,,,
21,25.0,Christopher LenzC. LenzLeft-Back,Christopher Lenz,"Sep 22, 1994 (27)",,€5.00m
22,,Christopher LenzC. Lenz,,,,
23,,Left-Back,,,,
24,49.0,Jan SchröderJ. Schröder Left-Back,Jan Schröder,"Apr 15, 2003 (19)",,€200Th.
25,,Jan SchröderJ. Schröder,,,,
26,,Left-Back,,,,
27,24.0,Danny da CostaD. da CostaRight-Back,Danny da Costa,"Jul 13, 1993 (28)",,€3.50m
28,,Danny da CostaD. da Costa,,,,
29,,Right-Back,,,,
30,18.0,Almamy TouréA. TouréRight-Back,Almamy Touré,"Apr 28, 1996 (26)",,€2.50m
31,,Almamy TouréA. Touré,,,,
32,,Right-Back,,,,
33,37.0,Erik DurmErik DurmRight-Back,Erik Durm,"May 12, 1992 (30)",,€2.00m
34,,Erik DurmErik Durm,,,,
35,,Right-Back,,,,
36,22.0,Timothy ChandlerT. ChandlerRight-Back,Timothy Chandler,"Mar 29, 1990 (32)",,€1.50m
37,,Timothy ChandlerT. Chandler,,,,
38,,Right-Back,,,,
39,6.0,Kristijan JakicK. JakicDefensive Midfield,Kristijan Jakic,"May 14, 1997 (25)",,€7.50m
40,,Kristijan JakicK. Jakic,,,,
41,,Defensive Midfield,,,,
42,3.0,Stefan IlsankerS. IlsankerDefensive Midfield,Stefan Ilsanker,"May 18, 1989 (33)",,€1.50m
43,,Stefan IlsankerS. Ilsanker,,,,
44,,Defensive Midfield,,,,
45,20.0,Makoto HasebeM. HasebeDefensive Midfield,Makoto Hasebe,"Jan 18, 1984 (38)",,€800Th.
46,,Makoto HasebeM. Hasebe,,,,
47,,Defensive Midfield,,,,
48,8.0,Djibril SowD. SowCentral Midfield,Djibril Sow,"Feb 6, 1997 (25)",,€17.50m
49,,Djibril SowD. Sow,,,,
50,,Central Midfield,,,,
51,7.0,Ajdin HrusticA. HrusticCentral Midfield,Ajdin Hrustic,"Jul 5, 1996 (25)",,€3.00m
52,,Ajdin HrusticA. Hrustic,,,,
53,,Central Midfield,,,,
54,17.0,Sebastian RodeS. Rode Central Midfield,Sebastian Rode,"Oct 11, 1990 (31)",,€2.50m
55,,Sebastian RodeS. Rode,,,,
56,,Central Midfield,,,,
57,10.0,Filip KosticF. KosticLeft Midfield,Filip Kostic,"Nov 1, 1992 (29)",,€20.00m
58,,Filip KosticF. Kostic,,,,
59,,Left Midfield,,,,
60,15.0,Daichi KamadaD. KamadaAttacking Midfield,Daichi Kamada,"Aug 5, 1996 (25)",,€22.00m
61,,Daichi KamadaD. Kamada,,,,
62,,Attacking Midfield,,,,
63,29.0,Jesper LindströmJ. LindströmAttacking Midfield,Jesper Lindström,"Feb 29, 2000 (22)",,€14.00m
64,,Jesper LindströmJ. Lindström,,,,
65,,Attacking Midfield,,,,
66,27.0,Aymen BarkokA. BarkokAttacking Midfield,Aymen Barkok,"May 21, 1998 (24)",,€2.00m
67,,Aymen BarkokA. Barkok,,,,
68,,Attacking Midfield,,,,
69,46.0,Antonio FotiA. FotiAttacking Midfield,Antonio Foti,"Nov 3, 2003 (18)",,€400Th.
70,,Antonio FotiA. Foti,,,,
71,,Attacking Midfield,,,,
72,48.0,Gianluca SchäferG. SchäferLeft Winger,Gianluca Schäfer,"Feb 27, 2003 (19)",,€150Th.
73,,Gianluca SchäferG. Schäfer,,,,
74,,Left Winger,,,,
75,23.0,Jens Petter HaugeJ. HaugeRight Winger,Jens Petter Hauge,"Oct 12, 1999 (22)",,€8.00m
76,,Jens Petter HaugeJ. Hauge,,,,
77,,Right Winger,,,,
78,36.0,Ansgar KnauffA. KnauffRight Winger,Ansgar Knauff,"Jan 10, 2002 (20)",,€5.00m
79,,Ansgar KnauffA. Knauff,,,,
80,,Right Winger,,,,
81,19.0,Rafael BorréR. BorréCentre-Forward,Rafael Borré,"Sep 15, 1995 (26)",,€17.00m
82,,Rafael BorréR. Borré,,,,
83,,Centre-Forward,,,,
84,39.0,Gonçalo PaciênciaG. PaciênciaCentre-Forward,Gonçalo Paciência,"Aug 1, 1994 (27)",,€3.50m
85,,Gonçalo PaciênciaG. Paciência,,,,
86,,Centre-Forward,,,,
87,9.0,Sam LammersS. LammersCentre-Forward,Sam Lammers,"Apr 30, 1997 (25)",,€3.00m
88,,Sam LammersS. Lammers,,,,
89,,Centre-Forward,,,,
90,21.0,Ragnar AcheR. AcheCentre-Forward,Ragnar Ache,"Jul 28, 1998 (23)",,€1.80m
91,,Ragnar AcheR. Ache,,,,
92,,Centre-Forward,,,,
93,38.0,Enrique Herrero GarcíaE. Herrero GarcíaCentre-Forward,Enrique Herrero García,"Jan 28, 2005 (17)",,€300Th.
94,,Enrique Herrero GarcíaE. Herrero García,,,,
95,,Centre-Forward,,,,
0,1.0,Oliver BaumannO. BaumannGoalkeeper,Oliver Baumann,"Jun 2, 1990 (32)",,€5.00m
1,,Oliver BaumannO. Baumann,,,,
2,,Goalkeeper,,,,
3,12.0,Philipp PentkeP. PentkeGoalkeeper,Philipp Pentke,"May 1, 1985 (37)",,€300Th.
4,,Philipp PentkeP. Pentke,,,,
5,,Goalkeeper,,,,
6,37.0,Luca PhilippL. PhilippGoalkeeper,Luca Philipp,"Nov 28, 2000 (21)",,€300Th.
7,,Luca PhilippL. Philipp,,,,
8,,Goalkeeper,,,,
9,36.0,Nahue NollN. NollGoalkeeper,Nahue Noll,"Mar 17, 2003 (19)",,€200Th.
10,,Nahue NollN. Noll,,,,
11,,Goalkeeper,,,,
12,38.0,Stefan PoschS. PoschCentre-Back,Stefan Posch,"May 14, 1997 (25)",,€11.00m
13,,Stefan PoschS. Posch,,,,
14,,Centre-Back,,,,
15,28.0,Chris RichardsC. Richards Centre-Back,Chris Richards,"Mar 28, 2000 (22)",,€7.50m
16,,Chris RichardsC. Richards,,,,
17,,Centre-Back,,,,
18,25.0,Kevin AkpogumaK. AkpogumaCentre-Back,Kevin Akpoguma,"Apr 19, 1995 (27)",,€6.00m
19,,Kevin AkpogumaK. Akpoguma,,,,
20,,Centre-Back,,,,
21,22.0,Kevin VogtK. VogtCentre-Back,Kevin Vogt,"Sep 23, 1991 (30)",,€4.00m
22,,Kevin VogtK. Vogt,,,,
23,,Centre-Back,,,,
24,24.0,Justin CheJ. CheCentre-Back,Justin Che,"Nov 18, 2003 (18)",,€3.00m
25,,Justin CheJ. Che,,,,
26,,Centre-Back,,,,
27,6.0,Havard NordtveitH. Nordtveit Centre-Back,Havard Nordtveit,"Jun 21, 1990 (31)",,€1.50m
28,,Havard NordtveitH. Nordtveit,,,,
29,,Centre-Back,,,,
30,4.0,Ermin BicakcicE. BicakcicCentre-Back,Ermin Bicakcic,"Jan 24, 1990 (32)",,€1.30m
31,,Ermin BicakcicE. Bicakcic,,,,
32,,Centre-Back,,,,
33,15.0,Kasim AdamsK. AdamsCentre-Back,Kasim Adams,"Jun 22, 1995 (26)",,€1.20m
34,,Kasim AdamsK. Adams,,,,
35,,Centre-Back,,,,
36,21.0,Benjamin HübnerB. Hübner Centre-Back,Benjamin Hübner,"Jul 4, 1989 (32)",,€1.00m
37,,Benjamin HübnerB. Hübner,,,,
38,,Centre-Back,,,,
39,17.0,David RaumD. RaumLeft-Back,David Raum,"Apr 22, 1998 (24)",,€17.00m
40,,David RaumD. Raum,,,,
41,,Left-Back,,,,
42,3.0,Pavel KaderabekP. KaderabekRight-Back,Pavel Kaderabek,"Apr 25, 1992 (30)",,€7.00m
43,,Pavel KaderabekP. Kaderabek,,,,
44,,Right-Back,,,,
45,11.0,Florian GrillitschF. Grillitsch Defensive Midfield,Florian Grillitsch,"Aug 7, 1995 (26)",,€16.00m
46,,Florian GrillitschF. Grillitsch,,,,
47,,Defensive Midfield,,,,
48,18.0,Diadié SamassékouD. SamassékouDefensive Midfield,Diadié Samassékou,"Jan 11, 1996 (26)",,€16.00m
49,,Diadié SamassékouD. Samassékou,,,,
50,,Defensive Midfield,,,,
51,13.0,Angelo StillerA. StillerDefensive Midfield,Angelo Stiller,"Apr 4, 2001 (21)",,€6.00m
52,,Angelo StillerA. Stiller,,,,
53,,Defensive Midfield,,,,
54,16.0,Sebastian RudyS. RudyDefensive Midfield,Sebastian Rudy,"Feb 28, 1990 (32)",,€2.50m
55,,Sebastian RudyS. Rudy,,,,
56,,Defensive Midfield,,,,
57,8.0,Dennis GeigerD. Geiger Central Midfield,Dennis Geiger,"Jun 10, 1998 (23)",,€10.00m
58,,Dennis GeigerD. Geiger,,,,
59,,Central Midfield,,,,
60,30.0,Marco JohnM. John Left Midfield,Marco John,"Apr 2, 2002 (20)",,€4.00m
61,,Marco JohnM. John,,,,
62,,Left Midfield,,,,
63,14.0,Christoph BaumgartnerC. BaumgartnerAttacking Midfield,Christoph Baumgartner,"Aug 1, 1999 (22)",,€22.00m
64,,Christoph BaumgartnerC. Baumgartner,,,,
65,,Attacking Midfield,,,,
66,39.0,Tom BischofT. BischofAttacking Midfield,Tom Bischof,"Jun 28, 2005 (16)",,€750Th.
67,,Tom BischofT. Bischof,,,,
68,,Attacking Midfield,,,,
69,7.0,Jacob Bruun LarsenJ. Bruun LarsenLeft Winger,Jacob Bruun Larsen,"Sep 19, 1998 (23)",,€6.50m
70,,Jacob Bruun LarsenJ. Bruun Larsen,,,,
71,,Left Winger,,,,
72,29.0,Robert SkovR. SkovRight Winger,Robert Skov,"May 20, 1996 (26)",,€8.00m
73,,Robert SkovR. Skov,,,,
74,,Right Winger,,,,
75,27.0,Andrej KramaricA. KramaricCentre-Forward,Andrej Kramaric,"Jun 19, 1991 (30)",,€18.00m
76,,Andrej KramaricA. Kramaric,,,,
77,,Centre-Forward,,,,
78,9.0,Ihlas BebouI. BebouCentre-Forward,Ihlas Bebou,"Apr 23, 1994 (28)",,€16.00m
79,,Ihlas BebouI. Bebou,,,,
80,,Centre-Forward,,,,
81,33.0,Georginio RutterG. Rutter Centre-Forward,Georginio Rutter,"Apr 20, 2002 (20)",,€13.00m
82,,Georginio RutterG. Rutter,,,,
83,,Centre-Forward,,,,
84,10.0,Munas DabburM. DabburCentre-Forward,Munas Dabbur,"May 14, 1992 (30)",,€6.00m
85,,Munas DabburM. Dabbur,,,,
86,,Centre-Forward,,,,
87,44.0,Fisnik AsllaniF. AsllaniCentre-Forward,Fisnik Asllani,"Aug 8, 2002 (19)",,€400Th.
88,,Fisnik AsllaniF. Asllani,,,,
89,,Centre-Forward,,,,
0,1.0,Manuel RiemannM. RiemannGoalkeeper,Manuel Riemann,"Sep 9, 1988 (33)",,€1.00m
1,,Manuel RiemannM. Riemann,,,,
2,,Goalkeeper,,,,
3,21.0,Michael EsserM. EsserGoalkeeper,Michael Esser,"Nov 22, 1987 (34)",,€500Th.
4,,Michael EsserM. Esser,,,,
5,,Goalkeeper,,,,
6,31.0,Tjark ErnstT. ErnstGoalkeeper,Tjark Ernst,"Mar 15, 2003 (19)",,€200Th.
7,,Tjark ErnstT. Ernst,,,,
8,,Goalkeeper,,,,
9,34.0,Paul GraveP. GraveGoalkeeper,Paul Grave,"Apr 10, 2001 (21)",,€100Th.
10,,Paul GraveP. Grave,,,,
11,,Goalkeeper,,,,
12,37.0,Armel Bella-KotchapA. Bella-KotchapCentre-Back,Armel Bella-Kotchap,"Dec 11, 2001 (20)",,€7.50m
13,,Armel Bella-KotchapA. Bella-Kotchap,,,,
14,,Centre-Back,,,,
15,29.0,Maxim LeitschM. LeitschCentre-Back,Maxim Leitsch,"May 18, 1998 (24)",,€5.00m
16,,Maxim LeitschM. Leitsch,,,,
17,,Centre-Back,,,,
18,4.0,Erhan MašovićE. MašovićCentre-Back,Erhan Mašović,"Nov 22, 1998 (23)",,€2.50m
19,,Erhan MašovićE. Mašović,,,,
20,,Centre-Back,,,,
21,24.0,Vasilios LampropoulosV. LampropoulosCentre-Back,Vasilios Lampropoulos,"Mar 31, 1990 (32)",,€700Th.
22,,Vasilios LampropoulosV. Lampropoulos,,,,
23,,Centre-Back,,,,
24,5.0,Saulo DecarliS. DecarliCentre-Back,Saulo Decarli,"Feb 4, 1992 (30)",,€300Th.
25,,Saulo DecarliS. Decarli,,,,
26,,Centre-Back,,,,
27,3.0,Danilo SoaresD. SoaresLeft-Back,Danilo Soares,"Oct 29, 1991 (30)",,€2.00m
28,,Danilo SoaresD. Soares,,,,
29,,Left-Back,,,,
30,16.0,Konstantinos StafylidisK. StafylidisLeft-Back,Konstantinos Stafylidis,"Dec 2, 1993 (28)",,€1.80m
31,,Konstantinos StafylidisK. Stafylidis,,,,
32,,Left-Back,,,,
33,33.0,Moritz RömlingM. Römling Left-Back,Moritz Römling,"Apr 30, 2001 (21)",,€200Th.
34,,Moritz RömlingM. Römling,,,,
35,,Left-Back,,,,
36,11.0,Herbert BockhornH. BockhornRight-Back,Herbert Bockhorn,"Jan 31, 1995 (27)",,€750Th.
37,,Herbert BockhornH. Bockhorn,,,,
38,,Right-Back,,,,
39,2.0,Cristian GamboaC. GamboaRight-Back,Cristian Gamboa,"Oct 24, 1989 (32)",,€700Th.
40,,Cristian GamboaC. Gamboa,,,,
41,,Right-Back,,,,
42,8.0,Anthony LosillaA. Losilla Defensive Midfield,Anthony Losilla,"Mar 10, 1986 (36)",,€500Th.
43,,Anthony LosillaA. Losilla,,,,
44,,Defensive Midfield,,,,
45,20.0,Elvis RexhbecajE. RexhbecajCentral Midfield,Elvis Rexhbecaj,"Nov 1, 1997 (24)",,€4.00m
46,,Elvis RexhbecajE. Rexhbecaj,,,,
47,,Central Midfield,,,,
48,38.0,Eduard LöwenE. LöwenCentral Midfield,Eduard Löwen,"Jan 28, 1997 (25)",,€3.00m
49,,Eduard LöwenE. Löwen,,,,
50,,Central Midfield,,,,
51,6.0,Patrick OsterhageP. OsterhageCentral Midfield,Patrick Osterhage,"Feb 1, 2000 (22)",,€900Th.
52,,Patrick OsterhageP. Osterhage,,,,
53,,Central Midfield,,,,
54,23.0,Robert TescheR. TescheCentral Midfield,Robert Tesche,"May 27, 1987 (35)",,€350Th.
55,,Robert TescheR. Tesche,,,,
56,,Central Midfield,,,,
57,27.0,Milos PantovicM. PantovicAttacking Midfield,Milos Pantovic,"Jul 7, 1996 (25)",,€1.70m
58,,Milos PantovicM. Pantovic,,,,
59,,Attacking Midfield,,,,
60,17.0,Gerrit HoltmannG. HoltmannLeft Winger,Gerrit Holtmann,"Mar 25, 1995 (27)",,€4.50m
61,,Gerrit HoltmannG. Holtmann,,,,
62,,Left Winger,,,,
63,22.0,Christopher Antwi-AdjeiC. Antwi-AdjeiLeft Winger,Christopher Antwi-Adjei,"Feb 7, 1994 (28)",,€1.00m
64,,Christopher Antwi-AdjeiC. Antwi-Adjei,,,,
65,,Left Winger,,,,
66,7.0,Danny BlumD. BlumLeft Winger,Danny Blum,"Jan 7, 1991 (31)",,€900Th.
67,,Danny BlumD. Blum,,,,
68,,Left Winger,,,,
69,10.0,Takuma AsanoT. AsanoRight Winger,Takuma Asano,"Nov 10, 1994 (27)",,€2.50m
70,,Takuma AsanoT. Asano,,,,
71,,Right Winger,,,,
72,32.0,Tarsis BongaT. BongaRight Winger,Tarsis Bonga,"Jan 10, 1997 (25)",,€300Th.
73,,Tarsis BongaT. Bonga,,,,
74,,Right Winger,,,,
75,14.0,Tom WeilandtT. WeilandtRight Winger,Tom Weilandt,"Apr 27, 1992 (30)",,€250Th.
76,,Tom WeilandtT. Weilandt,,,,
77,,Right Winger,,,,
78,19.0,Jürgen LocadiaJ. LocadiaCentre-Forward,Jürgen Locadia,"Nov 7, 1993 (28)",,€3.00m
79,,Jürgen LocadiaJ. Locadia,,,,
80,,Centre-Forward,,,,
81,9.0,Simon ZollerS. ZollerCentre-Forward,Simon Zoller,"Jun 26, 1991 (30)",,€1.80m
82,,Simon ZollerS. Zoller,,,,
83,,Centre-Forward,,,,
84,40.0,Sebastian PolterS. PolterCentre-Forward,Sebastian Polter,"Apr 1, 1991 (31)",,€1.50m
85,,Sebastian PolterS. Polter,,,,
86,,Centre-Forward,,,,
87,28.0,Luis HartwigL. HartwigCentre-Forward,Luis Hartwig,"Nov 23, 2002 (19)",,€200Th.
88,,Luis HartwigL. Hartwig,,,,
89,,Centre-Forward,,,,
0,1.0,Rafal GikiewiczR. GikiewiczGoalkeeper,Rafal Gikiewicz,"Oct 26, 1987 (34)",,€1.50m
1,,Rafal GikiewiczR. Gikiewicz,,,,
2,,Goalkeeper,,,,
3,40.0,Tomas KoubekT. KoubekGoalkeeper,Tomas Koubek,"Aug 26, 1992 (29)",,€1.20m
4,,Tomas KoubekT. Koubek,,,,
5,,Goalkeeper,,,,
6,25.0,Daniel KleinD. KleinGoalkeeper,Daniel Klein,"Mar 13, 2001 (21)",,€200Th.
7,,Daniel KleinD. Klein,,,,
8,,Goalkeeper,,,,
9,19.0,Felix UduokhaiF. UduokhaiCentre-Back,Felix Uduokhai,"Sep 9, 1997 (24)",,€12.00m
10,,Felix UduokhaiF. Uduokhai,,,,
11,,Centre-Back,,,,
12,4.0,Reece OxfordR. OxfordCentre-Back,Reece Oxford,"Dec 16, 1998 (23)",,€10.00m
13,,Reece OxfordR. Oxford,,,,
14,,Centre-Back,,,,
15,6.0,Jeffrey GouweleeuwJ. Gouweleeuw Centre-Back,Jeffrey Gouweleeuw,"Jul 10, 1991 (30)",,€4.50m
16,,Jeffrey GouweleeuwJ. Gouweleeuw,,,,
17,,Centre-Back,,,,
18,26.0,Frederik WintherF. WintherCentre-Back,Frederik Winther,"Jan 4, 2001 (21)",,€1.00m
19,,Frederik WintherF. Winther,,,,
20,,Centre-Back,,,,
21,22.0,IagoIagoLeft-Back,Iago,"Mar 23, 1997 (25)",,€4.50m
22,,IagoIago,,,,
23,,Left-Back,,,,
24,3.0,Mads PedersenM. PedersenLeft-Back,Mads Pedersen,"Sep 1, 1996 (25)",,€1.50m
25,,Mads PedersenM. Pedersen,,,,
26,,Left-Back,,,,
27,2.0,Robert GumnyR. GumnyRight-Back,Robert Gumny,"Jun 4, 1998 (24)",,€2.50m
28,,Robert GumnyR. Gumny,,,,
29,,Right-Back,,,,
30,32.0,Raphael FrambergerR. FrambergerRight-Back,Raphael Framberger,"Sep 6, 1995 (26)",,€1.80m
31,,Raphael FrambergerR. Framberger,,,,
32,,Right-Back,,,,
33,30.0,Niklas DorschN. Dorsch Defensive Midfield,Niklas Dorsch,"Jan 15, 1998 (24)",,€10.00m
34,,Niklas DorschN. Dorsch,,,,
35,,Defensive Midfield,,,,
36,8.0,Carlos GruezoC. GruezoDefensive Midfield,Carlos Gruezo,"Apr 19, 1995 (27)",,€3.20m
37,,Carlos GruezoC. Gruezo,,,,
38,,Defensive Midfield,,,,
39,5.0,Tobias StroblT. Strobl Defensive Midfield,Tobias Strobl,"May 12, 1990 (32)",,€1.00m
40,,Tobias StroblT. Strobl,,,,
41,,Defensive Midfield,,,,
42,10.0,Arne MaierA. MaierCentral Midfield,Arne Maier,"Jan 8, 1999 (23)",,€5.00m
43,,Arne MaierA. Maier,,,,
44,,Central Midfield,,,,
45,14.0,Jan MoravekJ. MoravekCentral Midfield,Jan Moravek,"Nov 1, 1989 (32)",,€500Th.
46,,Jan MoravekJ. Moravek,,,,
47,,Central Midfield,,,,
48,41.0,Tim CivejaT. CivejaCentral Midfield,Tim Civeja,"Jan 4, 2002 (20)",,€200Th.
49,,Tim CivejaT. Civeja,,,,
50,,Central Midfield,,,,
51,24.0,Fredrik JensenF. JensenAttacking Midfield,Fredrik Jensen,"Sep 9, 1997 (24)",,€2.00m
52,,Fredrik JensenF. Jensen,,,,
53,,Attacking Midfield,,,,
54,16.0,Rubén VargasR. VargasLeft Winger,Rubén Vargas,"Aug 5, 1998 (23)",,€9.00m
55,,Rubén VargasR. Vargas,,,,
56,,Left Winger,,,,
57,29.0,Lasse GüntherL. GüntherLeft Winger,Lasse Günther,"Mar 21, 2003 (19)",,€1.00m
58,,Lasse GüntherL. Günther,,,,
59,,Left Winger,,,,
60,28.0,André HahnA. HahnRight Winger,André Hahn,"Aug 13, 1990 (31)",,€2.20m
61,,André HahnA. Hahn,,,,
62,,Right Winger,,,,
63,20.0,Daniel CaligiuriD. CaligiuriRight Winger,Daniel Caligiuri,"Jan 15, 1988 (34)",,€1.50m
64,,Daniel CaligiuriD. Caligiuri,,,,
65,,Right Winger,,,,
66,17.0,Noah Joel Sarenren BazeeN. Sarenren Bazee Right Winger,Noah Joel Sarenren Bazee,"Aug 21, 1996 (25)",,€1.00m
67,,Noah Joel Sarenren BazeeN. Sarenren Bazee,,,,
68,,Right Winger,,,,
69,18.0,Ricardo PepiR. PepiCentre-Forward,Ricardo Pepi,"Jan 9, 2003 (19)",,€10.00m
70,,Ricardo PepiR. Pepi,,,,
71,,Centre-Forward,,,,
72,11.0,Michael GregoritschM. GregoritschCentre-Forward,Michael Gregoritsch,"Apr 18, 1994 (28)",,€3.50m
73,,Michael GregoritschM. Gregoritsch,,,,
74,,Centre-Forward,,,,
75,7.0,Florian NiederlechnerF. NiederlechnerCentre-Forward,Florian Niederlechner,"Oct 24, 1990 (31)",,€3.00m
76,,Florian NiederlechnerF. Niederlechner,,,,
77,,Centre-Forward,,,,
78,21.0,Andi ZeqiriA. ZeqiriCentre-Forward,Andi Zeqiri,"Jun 22, 1999 (22)",,€3.00m
79,,Andi ZeqiriA. Zeqiri,,,,
80,,Centre-Forward,,,,
81,27.0,Alfred FinnbogasonA. FinnbogasonCentre-Forward,Alfred Finnbogason,"Feb 1, 1989 (33)",,€1.00m
82,,Alfred FinnbogasonA. Finnbogason,,,,
83,,Centre-Forward,,,,
0,1.0,Stefan OrtegaS. OrtegaGoalkeeper,Stefan Ortega,"Nov 6, 1992 (29)",,€6.00m
1,,Stefan OrtegaS. Ortega,,,,
2,,Goalkeeper,,,,
3,13.0,Stefanos KapinoS. KapinoGoalkeeper,Stefanos Kapino,"Mar 18, 1994 (28)",,€700Th.
4,,Stefanos KapinoS. Kapino,,,,
5,,Goalkeeper,,,,
6,35.0,Arne SchulzA. SchulzGoalkeeper,Arne Schulz,"Mar 23, 2003 (19)",,€100Th.
7,,Arne SchulzA. Schulz,,,,
8,,Goalkeeper,,,,
9,2.0,Amos PieperA. PieperCentre-Back,Amos Pieper,"Jan 17, 1998 (24)",,€7.00m
10,,Amos PieperA. Pieper,,,,
11,,Centre-Back,,,,
12,4.0,Joakim NilssonJ. NilssonCentre-Back,Joakim Nilsson,"Feb 6, 1994 (28)",,€3.50m
13,,Joakim NilssonJ. Nilsson,,,,
14,,Centre-Back,,,,
15,3.0,Guilherme RamosG. RamosCentre-Back,Guilherme Ramos,"Aug 11, 1997 (24)",,€2.00m
16,,Guilherme RamosG. Ramos,,,,
17,,Centre-Back,,,,
18,30.0,Andrés AndradeA. AndradeCentre-Back,Andrés Andrade,"Oct 16, 1998 (23)",,€2.00m
19,,Andrés AndradeA. Andrade,,,,
20,,Centre-Back,,,,
21,24.0,George BelloG. BelloLeft-Back,George Bello,"Jan 22, 2002 (20)",,€4.00m
22,,George BelloG. Bello,,,,
23,,Left-Back,,,,
24,5.0,Jacob Barrett LaursenJ. LaursenLeft-Back,Jacob Barrett Laursen,"Nov 17, 1994 (27)",,€1.70m
25,,Jacob Barrett LaursenJ. Laursen,,,,
26,,Left-Back,,,,
27,27.0,Cédric BrunnerC. BrunnerRight-Back,Cédric Brunner,"Feb 17, 1994 (28)",,€3.20m
28,,Cédric BrunnerC. Brunner,,,,
29,,Right-Back,,,,
30,15.0,Nathan de MedinaN. de MedinaRight-Back,Nathan de Medina,"Oct 8, 1997 (24)",,€750Th.
31,,Nathan de MedinaN. de Medina,,,,
32,,Right-Back,,,,
33,19.0,Manuel PrietlM. Prietl Defensive Midfield,Manuel Prietl,"Aug 3, 1991 (30)",,€1.80m
