,#,player,Unnamed: 2,Date of birth / Age,Nat.,Market value
78,17,Fábio SilvaF. SilvaCentre-Forward,Fábio Silva,"Jul 19, 2002 (19)",,€18.00m
79,,Fábio SilvaF. Silva,,,,
80,,Centre-Forward,,,,
81,26,Hee-chan HwangH. Hwang Centre-Forward,Hee-chan Hwang,"Jan 26, 1996 (26)",,€16.00m
82,,Hee-chan HwangH. Hwang,,,,
83,,Centre-Forward,,,,
0,1.0,Emiliano MartínezE. MartínezGoalkeeper,Emiliano Martínez,"Sep 2, 1992 (29)",,€32.00m
1,,Emiliano MartínezE. Martínez,,,,
2,,Goalkeeper,,,,
3,25.0,Robin OlsenR. OlsenGoalkeeper,Robin Olsen,"Jan 8, 1990 (32)",,€2.00m
4,,Robin OlsenR. Olsen,,,,
5,,Goalkeeper,,,,
6,12.0,Jed SteerJed SteerGoalkeeper,Jed Steer,"Sep 23, 1992 (29)",,€600Th.
7,,Jed SteerJed Steer,,,,
8,,Goalkeeper,,,,
9,5.0,Tyrone MingsT. Mings Centre-Back,Tyrone Mings,"Mar 13, 1993 (29)",,€32.00m
10,,Tyrone MingsT. Mings,,,,
11,,Centre-Back,,,,
12,4.0,Ezri KonsaE. KonsaCentre-Back,Ezri Konsa,"Oct 23, 1997 (24)",,€25.00m
13,,Ezri KonsaE. Konsa,,,,
14,,Centre-Back,,,,
15,16.0,Calum ChambersC. ChambersCentre-Back,Calum Chambers,"Jan 20, 1995 (27)",,€12.00m
16,,Calum ChambersC. Chambers,,,,
17,,Centre-Back,,,,
18,30.0,Kortney HauseK. HauseCentre-Back,Kortney Hause,"Jul 16, 1995 (26)",,€5.00m
19,,Kortney HauseK. Hause,,,,
20,,Centre-Back,,,,
21,27.0,Lucas DigneL. DigneLeft-Back,Lucas Digne,"Jul 20, 1993 (28)",,€30.00m
22,,Lucas DigneL. Digne,,,,
23,,Left-Back,,,,
24,3.0,Matt TargettM. TargettLeft-Back,Matt Targett,"Sep 18, 1995 (26)",,€17.00m
25,,Matt TargettM. Targett,,,,
26,,Left-Back,,,,
27,18.0,Ashley YoungA. YoungLeft-Back,Ashley Young,"Jul 9, 1985 (36)",,€1.00m
28,,Ashley YoungA. Young,,,,
29,,Left-Back,,,,
30,2.0,Matty CashM. CashRight-Back,Matty Cash,"Aug 7, 1997 (24)",,€22.00m
31,,Matty CashM. Cash,,,,
32,,Right-Back,,,,
33,6.0,Douglas LuizDouglas LuizDefensive Midfield,Douglas Luiz,"May 9, 1998 (24)",,€35.00m
34,,Douglas LuizDouglas Luiz,,,,
35,,Defensive Midfield,,,,
36,19.0,Marvelous NakambaM. NakambaDefensive Midfield,Marvelous Nakamba,"Jan 19, 1994 (28)",,€7.00m
37,,Marvelous NakambaM. Nakamba,,,,
38,,Defensive Midfield,,,,
39,7.0,John McGinnJ. McGinnCentral Midfield,John McGinn,"Oct 18, 1994 (27)",,€30.00m
40,,John McGinnJ. McGinn,,,,
41,,Central Midfield,,,,
42,41.0,Jacob RamseyJ. RamseyCentral Midfield,Jacob Ramsey,"May 28, 2001 (21)",,€22.00m
43,,Jacob RamseyJ. Ramsey,,,,
44,,Central Midfield,,,,
45,8.0,Morgan SansonM. SansonCentral Midfield,Morgan Sanson,"Aug 18, 1994 (27)",,€14.00m
46,,Morgan SansonM. Sanson,,,,
47,,Central Midfield,,,,
48,33.0,Carney ChukwuemekaC. ChukwuemekaCentral Midfield,Carney Chukwuemeka,"Oct 20, 2003 (18)",,€2.50m
49,,Carney ChukwuemekaC. Chukwuemeka,,,,
50,,Central Midfield,,,,
51,14.0,Conor HourihaneC. HourihaneCentral Midfield,Conor Hourihane,"Feb 2, 1991 (31)",,€1.80m
52,,Conor HourihaneC. Hourihane,,,,
53,,Central Midfield,,,,
54,47.0,Tim IroegbunamT. IroegbunamCentral Midfield,Tim Iroegbunam,"Jun 30, 2003 (18)",,
55,,Tim IroegbunamT. Iroegbunam,,,,
56,,Central Midfield,,,,
57,31.0,Leon BaileyL. BaileyLeft Winger,Leon Bailey,"Aug 9, 1997 (24)",,€30.00m
58,,Leon BaileyL. Bailey,,,,
59,,Left Winger,,,,
60,23.0,Philippe CoutinhoP. CoutinhoLeft Winger,Philippe Coutinho,"Jun 12, 1992 (29)",,€20.00m
61,,Philippe CoutinhoP. Coutinho,,,,
62,,Left Winger,,,,
63,32.0,Jaden Philogene-BidaceJ. Philogene-BidaceLeft Winger,Jaden Philogene-Bidace,"Feb 8, 2002 (20)",,€3.00m
64,,Jaden Philogene-BidaceJ. Philogene-Bidace,,,,
65,,Left Winger,,,,
66,10.0,Emiliano BuendíaE. BuendíaRight Winger,Emiliano Buendía,"Dec 25, 1996 (25)",,€35.00m
67,,Emiliano BuendíaE. Buendía,,,,
68,,Right Winger,,,,
69,15.0,Bertrand TraoréB. TraoréRight Winger,Bertrand Traoré,"Sep 6, 1995 (26)",,€20.00m
70,,Bertrand TraoréB. Traoré,,,,
71,,Right Winger,,,,
72,11.0,Ollie WatkinsO. WatkinsCentre-Forward,Ollie Watkins,"Dec 30, 1995 (26)",,€35.00m
73,,Ollie WatkinsO. Watkins,,,,
74,,Centre-Forward,,,,
75,20.0,Danny IngsD. IngsCentre-Forward,Danny Ings,"Jul 23, 1992 (29)",,€22.00m
76,,Danny IngsD. Ings,,,,
77,,Centre-Forward,,,,
78,35.0,Cameron ArcherC. ArcherCentre-Forward,Cameron Archer,"Dec 9, 2001 (20)",,€6.00m
79,,Cameron ArcherC. Archer,,,,
80,,Centre-Forward,,,,
81,39.0,Keinan DavisK. DavisCentre-Forward,Keinan Davis,"Feb 13, 1998 (24)",,€2.50m
82,,Keinan DavisK. Davis,,,,
83,,Centre-Forward,,,,
0,1,Nick PopeNick PopeGoalkeeper,Nick Pope,"Apr 19, 1992 (30)",,€15.00m
1,,Nick PopeNick Pope,,,,
2,,Goalkeeper,,,,
3,-,Bailey Peacock-FarrellB. Peacock-FarrellGoalkeeper,Bailey Peacock-Farrell,"Oct 29, 1996 (25)",,€1.00m
4,,Bailey Peacock-FarrellB. Peacock-Farrell,,,,
5,,Goalkeeper,,,,
6,13,Wayne HennesseyW. HennesseyGoalkeeper,Wayne Hennessey,"Jan 24, 1987 (35)",,€800Th.
7,,Wayne HennesseyW. Hennessey,,,,
8,,Goalkeeper,,,,
9,25,Will NorrisW. NorrisGoalkeeper,Will Norris,"Aug 12, 1993 (28)",,€400Th.
10,,Will NorrisW. Norris,,,,
11,,Goalkeeper,,,,
12,-,Lukas JensenL. JensenGoalkeeper,Lukas Jensen,"Mar 18, 1999 (23)",,€25Th.
13,,Lukas JensenL. Jensen,,,,
14,,Goalkeeper,,,,
15,5,James TarkowskiJ. TarkowskiCentre-Back,James Tarkowski,"Nov 19, 1992 (29)",,€22.00m
16,,James TarkowskiJ. Tarkowski,,,,
17,,Centre-Back,,,,
18,22,Nathan CollinsN. CollinsCentre-Back,Nathan Collins,"Apr 30, 2001 (21)",,€8.00m
19,,Nathan CollinsN. Collins,,,,
20,,Centre-Back,,,,
21,6,Ben MeeBen Mee Centre-Back,Ben Mee,"Sep 21, 1989 (32)",,€4.00m
22,,Ben MeeBen Mee,,,,
23,,Centre-Back,,,,
24,28,Kevin LongK. LongCentre-Back,Kevin Long,"Aug 18, 1990 (31)",,€1.00m
25,,Kevin LongK. Long,,,,
26,,Centre-Back,,,,
27,3,Charlie TaylorC. TaylorLeft-Back,Charlie Taylor,"Sep 18, 1993 (28)",,€4.00m
28,,Charlie TaylorC. Taylor,,,,
29,,Left-Back,,,,
30,23,Erik PietersE. Pieters Left-Back,Erik Pieters,"Aug 7, 1988 (33)",,€1.00m
31,,Erik PietersE. Pieters,,,,
32,,Left-Back,,,,
33,14,Connor RobertsC. RobertsRight-Back,Connor Roberts,"Sep 23, 1995 (26)",,€3.00m
34,,Connor RobertsC. Roberts,,,,
35,,Right-Back,,,,
36,2,Matthew LowtonM. LowtonRight-Back,Matthew Lowton,"Jun 9, 1989 (32)",,€2.00m
37,,Matthew LowtonM. Lowton,,,,
38,,Right-Back,,,,
39,26,Phil BardsleyP. BardsleyRight-Back,Phil Bardsley,"Jun 28, 1985 (36)",,€300Th.
40,,Phil BardsleyP. Bardsley,,,,
41,,Right-Back,,,,
42,18,Ashley WestwoodA. Westwood Defensive Midfield,Ashley Westwood,"Apr 1, 1990 (32)",,€4.00m
43,,Ashley WestwoodA. Westwood,,,,
44,,Defensive Midfield,,,,
45,4,Jack CorkJack CorkDefensive Midfield,Jack Cork,"Jun 25, 1989 (32)",,€3.00m
46,,Jack CorkJack Cork,,,,
47,,Defensive Midfield,,,,
48,8,Josh BrownhillJ. BrownhillCentral Midfield,Josh Brownhill,"Dec 19, 1995 (26)",,€7.00m
49,,Josh BrownhillJ. Brownhill,,,,
50,,Central Midfield,,,,
51,16,Dale StephensD. StephensCentral Midfield,Dale Stephens,"Jun 12, 1989 (32)",,€1.50m
52,,Dale StephensD. Stephens,,,,
53,,Central Midfield,,,,
54,11,Dwight McNeilD. McNeilLeft Winger,Dwight McNeil,"Nov 22, 1999 (22)",,€22.00m
55,,Dwight McNeilD. McNeil,,,,
56,,Left Winger,,,,
57,20,Maxwel CornetM. CornetLeft Winger,Maxwel Cornet,"Sep 27, 1996 (25)",,€14.00m
58,,Maxwel CornetM. Cornet,,,,
59,,Left Winger,,,,
60,7,Jóhann Berg GudmundssonJ. Gudmundsson Right Winger,Jóhann Berg Gudmundsson,"Oct 27, 1990 (31)",,€3.00m
61,,Jóhann Berg GudmundssonJ. Gudmundsson,,,,
62,,Right Winger,,,,
63,17,Aaron LennonA. LennonRight Winger,Aaron Lennon,"Apr 16, 1987 (35)",,€1.00m
64,,Aaron LennonA. Lennon,,,,
65,,Right Winger,,,,
66,9,Wout WeghorstW. WeghorstCentre-Forward,Wout Weghorst,"Aug 7, 1992 (29)",,€17.00m
67,,Wout WeghorstW. Weghorst,,,,
68,,Centre-Forward,,,,
69,19,Jay RodríguezJ. Rodríguez Centre-Forward,Jay Rodríguez,"Jul 29, 1989 (32)",,€3.00m
70,,Jay RodríguezJ. Rodríguez,,,,
71,,Centre-Forward,,,,
72,27,Matej VydraM. VydraCentre-Forward,Matej Vydra,"May 1, 1992 (30)",,€3.00m
73,,Matej VydraM. Vydra,,,,
74,,Centre-Forward,,,,
75,10,Ashley BarnesA. BarnesCentre-Forward,Ashley Barnes,"Oct 30, 1989 (32)",,€2.00m
76,,Ashley BarnesA. Barnes,,,,
77,,Centre-Forward,,,,
0,1.0,David RayaD. RayaGoalkeeper,David Raya,"Sep 15, 1995 (26)",,€18.00m
1,,David RayaD. Raya,,,,
2,,Goalkeeper,,,,
3,40.0,Álvaro FernándezÁ. FernándezGoalkeeper,Álvaro Fernández,"Apr 13, 1998 (24)",,€4.00m
4,,Álvaro FernándezÁ. Fernández,,,,
5,,Goalkeeper,,,,
6,49.0,Jonas LösslJ. LösslGoalkeeper,Jonas Lössl,"Feb 1, 1989 (33)",,€1.00m
7,,Jonas LösslJ. Lössl,,,,
8,,Goalkeeper,,,,
9,25.0,Ellery BalcombeE. BalcombeGoalkeeper,Ellery Balcombe,"Oct 15, 1999 (22)",,€300Th.
10,,Ellery BalcombeE. Balcombe,,,,
11,,Goalkeeper,,,,
12,20.0,Kristoffer AjerK. AjerCentre-Back,Kristoffer Ajer,"Apr 17, 1998 (24)",,€17.00m
13,,Kristoffer AjerK. Ajer,,,,
14,,Centre-Back,,,,
15,5.0,Ethan PinnockE. PinnockCentre-Back,Ethan Pinnock,"May 29, 1993 (29)",,€10.00m
16,,Ethan PinnockE. Pinnock,,,,
17,,Centre-Back,,,,
18,18.0,Pontus JanssonP. Jansson Centre-Back,Pontus Jansson,"Feb 13, 1991 (31)",,€6.00m
19,,Pontus JanssonP. Jansson,,,,
20,,Centre-Back,,,,
21,29.0,Mads Bech SörensenM. Bech SörensenCentre-Back,Mads Bech Sörensen,"Jan 7, 1999 (23)",,€4.00m
22,,Mads Bech SörensenM. Bech Sörensen,,,,
23,,Centre-Back,,,,
24,22.0,ZankaZankaCentre-Back,Zanka,"Apr 23, 1990 (32)",,€1.50m
25,,ZankaZanka,,,,
26,,Centre-Back,,,,
27,23.0,Julian JeanvierJ. JeanvierCentre-Back,Julian Jeanvier,"Mar 31, 1992 (30)",,€1.00m
28,,Julian JeanvierJ. Jeanvier,,,,
29,,Centre-Back,,,,
30,4.0,Charlie GoodeC. GoodeCentre-Back,Charlie Goode,"Aug 3, 1995 (26)",,€900Th.
31,,Charlie GoodeC. Goode,,,,
32,,Centre-Back,,,,
33,3.0,Rico HenryR. HenryLeft-Back,Rico Henry,"Jul 8, 1997 (24)",,€18.00m
34,,Rico HenryR. Henry,,,,
35,,Left-Back,,,,
36,2.0,Dominic ThompsonD. ThompsonLeft-Back,Dominic Thompson,"Jul 26, 2000 (21)",,€800Th.
37,,Dominic ThompsonD. Thompson,,,,
38,,Left-Back,,,,
39,30.0,Mads Roerslev RasmussenM. Roerslev RasmussenRight-Back,Mads Roerslev Rasmussen,"Jun 24, 1999 (22)",,€1.50m
40,,Mads Roerslev RasmussenM. Roerslev Rasmussen,,,,
41,,Right-Back,,,,
42,36.0,Fin StevensF. StevensRight-Back,Fin Stevens,"Apr 10, 2003 (19)",,€400Th.
43,,Fin StevensF. Stevens,,,,
44,,Right-Back,,,,
45,27.0,Vitaly JaneltV. JaneltDefensive Midfield,Vitaly Janelt,"May 10, 1998 (24)",,€12.00m
46,,Vitaly JaneltV. Janelt,,,,
47,,Defensive Midfield,,,,
48,6.0,Christian NörgaardC. NörgaardDefensive Midfield,Christian Nörgaard,"Mar 10, 1994 (28)",,€10.00m
49,,Christian NörgaardC. Nörgaard,,,,
50,,Defensive Midfield,,,,
51,10.0,Josh DasilvaJ. DasilvaDefensive Midfield,Josh Dasilva,"Oct 23, 1998 (23)",,€10.00m
52,,Josh DasilvaJ. Dasilva,,,,
53,,Defensive Midfield,,,,
54,15.0,Frank OnyekaF. OnyekaCentral Midfield,Frank Onyeka,"Jan 1, 1998 (24)",,€10.00m
55,,Frank OnyekaF. Onyeka,,,,
56,,Central Midfield,,,,
57,8.0,Mathias JensenM. JensenCentral Midfield,Mathias Jensen,"Jan 1, 1996 (26)",,€8.00m
58,,Mathias JensenM. Jensen,,,,
59,,Central Midfield,,,,
60,26.0,Shandon BaptisteS. BaptisteCentral Midfield,Shandon Baptiste,"Apr 8, 1998 (24)",,€3.00m
61,,Shandon BaptisteS. Baptiste,,,,
62,,Central Midfield,,,,
63,21.0,Christian EriksenC. EriksenAttacking Midfield,Christian Eriksen,"Feb 14, 1992 (30)",,€15.00m
64,,Christian EriksenC. Eriksen,,,,
65,,Attacking Midfield,,,,
66,14.0,Saman GhoddosS. GhoddosAttacking Midfield,Saman Ghoddos,"Sep 6, 1993 (28)",,€3.00m
67,,Saman GhoddosS. Ghoddos,,,,
68,,Attacking Midfield,,,,
69,11.0,Yoane WissaY. WissaLeft Winger,Yoane Wissa,"Sep 3, 1996 (25)",,€10.00m
70,,Yoane WissaY. Wissa,,,,
71,,Left Winger,,,,
72,24.0,Tariqe FosuT. FosuLeft Winger,Tariqe Fosu,"Nov 5, 1995 (26)",,€2.50m
73,,Tariqe FosuT. Fosu,,,,
74,,Left Winger,,,,
75,19.0,Bryan MbeumoB. MbeumoRight Winger,Bryan Mbeumo,"Aug 7, 1999 (22)",,€16.00m
76,,Bryan MbeumoB. Mbeumo,,,,
77,,Right Winger,,,,
78,7.0,Sergi CanósS. CanósRight Winger,Sergi Canós,"Feb 2, 1997 (25)",,€14.00m
79,,Sergi CanósS. Canós,,,,
80,,Right Winger,,,,
81,17.0,Ivan ToneyI. ToneyCentre-Forward,Ivan Toney,"Mar 16, 1996 (26)",,€35.00m
82,,Ivan ToneyI. Toney,,,,
83,,Centre-Forward,,,,
84,9.0,Marcus ForssM. ForssCentre-Forward,Marcus Forss,"Jun 18, 1999 (22)",,€4.00m
85,,Marcus ForssM. Forss,,,,
86,,Centre-Forward,,,,
0,1,Alex McCarthyA. McCarthyGoalkeeper,Alex McCarthy,"Dec 3, 1989 (32)",,€3.50m
1,,Alex McCarthyA. McCarthy,,,,
2,,Goalkeeper,,,,
3,44,Fraser ForsterF. ForsterGoalkeeper,Fraser Forster,"Mar 17, 1988 (34)",,€2.50m
4,,Fraser ForsterF. Forster,,,,
5,,Goalkeeper,,,,
6,13,Willy CaballeroW. CaballeroGoalkeeper,Willy Caballero,"Sep 28, 1981 (40)",,€250Th.
7,,Willy CaballeroW. Caballero,,,,
8,,Goalkeeper,,,,
9,41,Harry LewisH. LewisGoalkeeper,Harry Lewis,"Dec 20, 1997 (24)",,€200Th.
10,,Harry LewisH. Lewis,,,,
11,,Goalkeeper,,,,
12,35,Jan BednarekJ. BednarekCentre-Back,Jan Bednarek,"Apr 12, 1996 (26)",,€22.00m
13,,Jan BednarekJ. Bednarek,,,,
14,,Centre-Back,,,,
15,22,Mohammed SalisuM. SalisuCentre-Back,Mohammed Salisu,"Apr 17, 1999 (23)",,€15.00m
16,,Mohammed SalisuM. Salisu,,,,
17,,Centre-Back,,,,
18,5,Jack StephensJ. StephensCentre-Back,Jack Stephens,"Jan 27, 1994 (28)",,€8.00m
19,,Jack StephensJ. Stephens,,,,
20,,Centre-Back,,,,
21,4,LyancoLyancoCentre-Back,Lyanco,"Feb 1, 1997 (25)",,€5.00m
22,,LyancoLyanco,,,,
23,,Centre-Back,,,,
24,15,Romain PerraudR. PerraudLeft-Back,Romain Perraud,"Sep 22, 1997 (24)",,€8.00m
25,,Romain PerraudR. Perraud,,,,
26,,Left-Back,,,,
27,21,Tino LivramentoT. Livramento Right-Back,Tino Livramento,"Nov 12, 2002 (19)",,€25.00m
28,,Tino LivramentoT. Livramento,,,,
29,,Right-Back,,,,
30,2,Kyle Walker-PetersK. Walker-PetersRight-Back,Kyle Walker-Peters,"Apr 13, 1997 (25)",,€18.00m
31,,Kyle Walker-PetersK. Walker-Peters,,,,
32,,Right-Back,,,,
33,43,Yan ValeryY. ValeryRight-Back,Yan Valery,"Feb 22, 1999 (23)",,€2.50m
34,,Yan ValeryY. Valery,,,,
35,,Right-Back,,,,
36,27,Ibrahima DialloI. DialloDefensive Midfield,Ibrahima Diallo,"Mar 8, 1999 (23)",,€12.00m
37,,Ibrahima DialloI. Diallo,,,,
38,,Defensive Midfield,,,,
39,6,Oriol RomeuO. RomeuDefensive Midfield,Oriol Romeu,"Sep 24, 1991 (30)",,€5.00m
40,,Oriol RomeuO. Romeu,,,,
41,,Defensive Midfield,,,,
42,8,James Ward-ProwseJ. Ward-Prowse Central Midfield,James Ward-Prowse,"Nov 1, 1994 (27)",,€32.00m
43,,James Ward-ProwseJ. Ward-Prowse,,,,
44,,Central Midfield,,,,
45,17,Stuart ArmstrongS. ArmstrongCentral Midfield,Stuart Armstrong,"Mar 30, 1992 (30)",,€6.00m
46,,Stuart ArmstrongS. Armstrong,,,,
47,,Central Midfield,,,,
48,20,Will SmallboneW. SmallboneCentral Midfield,Will Smallbone,"Feb 21, 2000 (22)",,€2.00m
49,,Will SmallboneW. Smallbone,,,,
50,,Central Midfield,,,,
51,11,Nathan RedmondN. RedmondLeft Winger,Nathan Redmond,"Mar 6, 1994 (28)",,€18.00m
52,,Nathan RedmondN. Redmond,,,,
53,,Left Winger,,,,
54,19,Moussa DjenepoM. DjenepoLeft Winger,Moussa Djenepo,"Jun 15, 1998 (23)",,€11.00m
55,,Moussa DjenepoM. Djenepo,,,,
56,,Left Winger,,,,
57,24,Mohamed ElyounoussiM. ElyounoussiLeft Winger,Mohamed Elyounoussi,"Aug 4, 1994 (27)",,€10.00m
58,,Mohamed ElyounoussiM. Elyounoussi,,,,
59,,Left Winger,,,,
60,32,Theo WalcottT. WalcottRight Winger,Theo Walcott,"Mar 16, 1989 (33)",,€3.00m
61,,Theo WalcottT. Walcott,,,,
62,,Right Winger,,,,
63,23,Nathan TellaN. TellaRight Winger,Nathan Tella,"Jul 5, 1999 (22)",,€2.00m
64,,Nathan TellaN. Tella,,,,
65,,Right Winger,,,,
66,10,Ché AdamsC. AdamsCentre-Forward,Ché Adams,"Jul 13, 1996 (25)",,€20.00m
67,,Ché AdamsC. Adams,,,,
68,,Centre-Forward,,,,
69,9,Adam ArmstrongA. ArmstrongCentre-Forward,Adam Armstrong,"Feb 10, 1997 (25)",,€16.00m
70,,Adam ArmstrongA. Armstrong,,,,
71,,Centre-Forward,,,,
72,-,Dan N'LunduluD. N'Lundulu Centre-Forward,Dan N'Lundulu,"Feb 5, 1999 (23)",,€1.50m
73,,Dan N'LunduluD. N'Lundulu,,,,
74,,Centre-Forward,,,,
75,7,Shane LongS. LongCentre-Forward,Shane Long,"Jan 22, 1987 (35)",,€800Th.
76,,Shane LongS. Long,,,,
77,,Centre-Forward,,,,
0,27.0,Freddie WoodmanF. WoodmanGoalkeeper,Freddie Woodman,"Mar 4, 1997 (25)",,€9.00m
1,,Freddie WoodmanF. Woodman,,,,
2,,Goalkeeper,,,,
3,1.0,Martin DubravkaM. DubravkaGoalkeeper,Martin Dubravka,"Jan 15, 1989 (33)",,€5.00m
4,,Martin DubravkaM. Dubravka,,,,
5,,Goalkeeper,,,,
6,26.0,Karl DarlowK. DarlowGoalkeeper,Karl Darlow,"Oct 8, 1990 (31)",,€3.00m
7,,Karl DarlowK. Darlow,,,,
8,,Goalkeeper,,,,
9,29.0,Mark GillespieM. GillespieGoalkeeper,Mark Gillespie,"Mar 27, 1992 (30)",,€400Th.
10,,Mark GillespieM. Gillespie,,,,
11,,Goalkeeper,,,,
12,6.0,Jamaal LascellesJ. Lascelles Centre-Back,Jamaal Lascelles,"Nov 11, 1993 (28)",,€11.00m
13,,Jamaal LascellesJ. Lascelles,,,,
14,,Centre-Back,,,,
15,5.0,Fabian SchärF. Schär Centre-Back,Fabian Schär,"Dec 20, 1991 (30)",,€7.00m
16,,Fabian SchärF. Schär,,,,
17,,Centre-Back,,,,
18,33.0,Dan BurnDan BurnCentre-Back,Dan Burn,"May 9, 1992 (30)",,€7.00m
19,,Dan BurnDan Burn,,,,
20,,Centre-Back,,,,
21,2.0,Ciaran ClarkC. ClarkCentre-Back,Ciaran Clark,"Sep 26, 1989 (32)",,€2.50m
22,,Ciaran ClarkC. Clark,,,,
23,,Centre-Back,,,,
24,18.0,Federico FernándezF. FernándezCentre-Back,Federico Fernández,"Feb 21, 1989 (33)",,€2.00m
25,,Federico FernándezF. Fernández,,,,
26,,Centre-Back,,,,
27,12.0,Jamal LewisJ. LewisLeft-Back,Jamal Lewis,"Jan 25, 1998 (24)",,€10.00m
28,,Jamal LewisJ. Lewis,,,,
29,,Left-Back,,,,
30,3.0,Paul DummettP. DummettLeft-Back,Paul Dummett,"Sep 26, 1991 (30)",,€2.00m
31,,Paul DummettP. Dummett,,,,
32,,Left-Back,,,,
33,11.0,Matt RitchieM. RitchieLeft-Back,Matt Ritchie,"Sep 10, 1989 (32)",,€2.00m
34,,Matt RitchieM. Ritchie,,,,
35,,Left-Back,,,,
36,15.0,Kieran TrippierK. TrippierRight-Back,Kieran Trippier,"Sep 19, 1990 (31)",,€18.00m
37,,Kieran TrippierK. Trippier,,,,
38,,Right-Back,,,,
39,17.0,Emil KrafthE. Krafth Right-Back,Emil Krafth,"Aug 2, 1994 (27)",,€3.00m
40,,Emil KrafthE. Krafth,,,,
41,,Right-Back,,,,
42,19.0,Javier ManquilloJ. ManquilloRight-Back,Javier Manquillo,"May 5, 1994 (28)",,€3.00m
43,,Javier ManquilloJ. Manquillo,,,,
44,,Right-Back,,,,
45,39.0,Bruno GuimarãesB. GuimarãesDefensive Midfield,Bruno Guimarães,"Nov 16, 1997 (24)",,€30.00m
46,,Bruno GuimarãesB. Guimarães,,,,
47,,Defensive Midfield,,,,
48,14.0,Isaac HaydenI. HaydenDefensive Midfield,Isaac Hayden,"Mar 22, 1995 (27)",,€10.00m
49,,Isaac HaydenI. Hayden,,,,
50,,Defensive Midfield,,,,
51,28.0,Joe WillockJ. WillockCentral Midfield,Joe Willock,"Aug 20, 1999 (22)",,€22.00m
52,,Joe WillockJ. Willock,,,,
53,,Central Midfield,,,,
54,36.0,Sean LongstaffS. LongstaffCentral Midfield,Sean Longstaff,"Oct 30, 1997 (24)",,€13.00m
55,,Sean LongstaffS. Longstaff,,,,
56,,Central Midfield,,,,
57,8.0,Jonjo ShelveyJ. ShelveyCentral Midfield,Jonjo Shelvey,"Feb 27, 1992 (30)",,€11.00m
58,,Jonjo ShelveyJ. Shelvey,,,,
59,,Central Midfield,,,,
60,16.0,Jeff HendrickJ. HendrickCentral Midfield,Jeff Hendrick,"Jan 31, 1992 (30)",,€5.00m
61,,Jeff HendrickJ. Hendrick,,,,
62,,Central Midfield,,,,
63,4.0,Matty LongstaffM. LongstaffCentral Midfield,Matty Longstaff,"Mar 21, 2000 (22)",,€2.50m
64,,Matty LongstaffM. Longstaff,,,,
65,,Central Midfield,,,,
66,7.0,JoelintonJoelinton Attacking Midfield,Joelinton,"Aug 14, 1996 (25)",,€18.00m
67,,JoelintonJoelinton,,,,
68,,Attacking Midfield,,,,
69,24.0,Miguel AlmirónM. AlmirónAttacking Midfield,Miguel Almirón,"Feb 10, 1994 (28)",,€16.00m
70,,Miguel AlmirónM. Almirón,,,,
71,,Attacking Midfield,,,,
72,10.0,Allan Saint-MaximinA. Saint-MaximinLeft Winger,Allan Saint-Maximin,"Mar 12, 1997 (25)",,€32.00m
73,,Allan Saint-MaximinA. Saint-Maximin,,,,
74,,Left Winger,,,,
75,21.0,Ryan FraserR. FraserLeft Winger,Ryan Fraser,"Feb 24, 1994 (28)",,€10.00m
76,,Ryan FraserR. Fraser,,,,
77,,Left Winger,,,,
78,23.0,Jacob MurphyJ. MurphyRight Winger,Jacob Murphy,"Feb 24, 1995 (27)",,€4.00m
79,,Jacob MurphyJ. Murphy,,,,
80,,Right Winger,,,,
81,9.0,Callum WilsonC. WilsonCentre-Forward,Callum Wilson,"Feb 27, 1992 (30)",,€20.00m
82,,Callum WilsonC. Wilson,,,,
83,,Centre-Forward,,,,
84,20.0,Chris WoodC. WoodCentre-Forward,Chris Wood,"Dec 7, 1991 (30)",,€10.00m
85,,Chris WoodC. Wood,,,,
86,,Centre-Forward,,,,
87,34.0,Dwight GayleD. GayleCentre-Forward,Dwight Gayle,"Oct 17, 1989 (32)",,€2.00m
88,,Dwight GayleD. Gayle,,,,
89,,Centre-Forward,,,,
0,1.0,Jordan PickfordJ. PickfordGoalkeeper,Jordan Pickford,"Mar 7, 1994 (28)",,€25.00m
1,,Jordan PickfordJ. Pickford,,,,
2,,Goalkeeper,,,,
3,15.0,Asmir BegovicA. BegovicGoalkeeper,Asmir Begovic,"Jun 20, 1987 (34)",,€1.00m
4,,Asmir BegovicA. Begovic,,,,
5,,Goalkeeper,,,,
6,31.0,Andy LonerganA. LonerganGoalkeeper,Andy Lonergan,"Oct 19, 1983 (38)",,€250Th.
7,,Andy LonerganA. Lonergan,,,,
8,,Goalkeeper,,,,
9,5.0,Michael KeaneM. KeaneCentre-Back,Michael Keane,"Jan 11, 1993 (29)",,€22.00m
10,,Michael KeaneM. Keane,,,,
11,,Centre-Back,,,,
12,22.0,Ben GodfreyB. GodfreyCentre-Back,Ben Godfrey,"Jan 15, 1998 (24)",,€22.00m
13,,Ben GodfreyB. Godfrey,,,,
14,,Centre-Back,,,,
15,13.0,Yerry MinaY. Mina Centre-Back,Yerry Mina,"Sep 23, 1994 (27)",,€20.00m
16,,Yerry MinaY. Mina,,,,
17,,Centre-Back,,,,
18,4.0,Mason HolgateM. HolgateCentre-Back,Mason Holgate,"Oct 22, 1996 (25)",,€18.00m
19,,Mason HolgateM. Holgate,,,,
20,,Centre-Back,,,,
