,#,player,Unnamed: 2,Date of birth / Age,Nat.,Market value
0,1.0,Predrag RajkovićP. RajkovićGoalkeeper,Predrag Rajković,"Oct 31, 1995 (26)",,€9.00m
1,,Predrag RajkovićP. Rajković,,,,
2,,Goalkeeper,,,,
3,16.0,Yehvann DioufY. DioufGoalkeeper,Yehvann Diouf,"Nov 16, 1999 (22)",,€500Th.
4,,Yehvann DioufY. Diouf,,,,
5,,Goalkeeper,,,,
6,30.0,Nicolas PenneteauN. PenneteauGoalkeeper,Nicolas Penneteau,"Feb 28, 1981 (41)",,€150Th.
7,,Nicolas PenneteauN. Penneteau,,,,
8,,Goalkeeper,,,,
9,2.0,Wout FaesWout FaesCentre-Back,Wout Faes,"Apr 3, 1998 (24)",,€10.00m
10,,Wout FaesWout Faes,,,,
11,,Centre-Back,,,,
12,6.0,Andreaw GravillonA. GravillonCentre-Back,Andreaw Gravillon,"Feb 8, 1998 (24)",,€6.50m
13,,Andreaw GravillonA. Gravillon,,,,
14,,Centre-Back,,,,
15,5.0,Yunis AbdelhamidY. Abdelhamid Centre-Back,Yunis Abdelhamid,"Sep 28, 1987 (34)",,€1.20m
16,,Yunis AbdelhamidY. Abdelhamid,,,,
17,,Centre-Back,,,,
18,3.0,Ghislain KonanG. KonanLeft-Back,Ghislain Konan,"Dec 27, 1995 (26)",,€7.00m
19,,Ghislain KonanG. Konan,,,,
20,,Left-Back,,,,
21,28.0,Bradley LockoB. LockoLeft-Back,Bradley Locko,"May 6, 2002 (20)",,€2.00m
22,,Bradley LockoB. Locko,,,,
23,,Left-Back,,,,
24,32.0,Thomas FoketT. FoketRight-Back,Thomas Foket,"Sep 25, 1994 (27)",,€5.00m
25,,Thomas FoketT. Foket,,,,
26,,Right-Back,,,,
27,4.0,Maxime BusiM. BusiRight-Back,Maxime Busi,"Oct 14, 1999 (22)",,€3.50m
28,,Maxime BusiM. Busi,,,,
29,,Right-Back,,,,
30,36.0,Ibrahim DiakitéI. DiakitéRight-Back,Ibrahim Diakité,"Oct 31, 2003 (18)",,€200Th.
31,,Ibrahim DiakitéI. Diakité,,,,
32,,Right-Back,,,,
33,21.0,Azor MatusiwaA. MatusiwaDefensive Midfield,Azor Matusiwa,"Apr 28, 1998 (24)",,€7.00m
34,,Azor MatusiwaA. Matusiwa,,,,
35,,Defensive Midfield,,,,
36,8.0,Jens CajusteJ. CajusteDefensive Midfield,Jens Cajuste,"Aug 10, 1999 (22)",,€5.00m
37,,Jens CajusteJ. Cajuste,,,,
38,,Defensive Midfield,,,,
39,15.0,Marshall MunetsiM. MunetsiDefensive Midfield,Marshall Munetsi,"Jun 22, 1996 (25)",,€5.00m
40,,Marshall MunetsiM. Munetsi,,,,
41,,Defensive Midfield,,,,
42,26.0,Dion LopyDion LopyDefensive Midfield,Dion Lopy,"Feb 2, 2002 (20)",,€2.50m
43,,Dion LopyDion Lopy,,,,
44,,Defensive Midfield,,,,
45,33.0,Sambou SissokoS. SissokoDefensive Midfield,Sambou Sissoko,"Apr 27, 1999 (23)",,€500Th.
46,,Sambou SissokoS. Sissoko,,,,
47,,Defensive Midfield,,,,
48,23.0,Moreto CassamáM. Cassamá Central Midfield,Moreto Cassamá,"Feb 16, 1998 (24)",,€3.00m
49,,Moreto CassamáM. Cassamá,,,,
50,,Central Midfield,,,,
51,14.0,Valon BerishaV. BerishaCentral Midfield,Valon Berisha,"Feb 7, 1993 (29)",,€2.50m
52,,Valon BerishaV. Berisha,,,,
53,,Central Midfield,,,,
54,35.0,Martin AdelineM. AdelineCentral Midfield,Martin Adeline,"Dec 2, 2003 (18)",,€800Th.
55,,Martin AdelineM. Adeline,,,,
56,,Central Midfield,,,,
57,20.0,Ilan KebbalI. KebbalAttacking Midfield,Ilan Kebbal,"Jul 10, 1998 (23)",,€4.50m
58,,Ilan KebbalI. Kebbal,,,,
59,,Attacking Midfield,,,,
60,33.0,Kamory DoumbiaK. DoumbiaAttacking Midfield,Kamory Doumbia,"Feb 18, 2003 (19)",,€1.00m
61,,Kamory DoumbiaK. Doumbia,,,,
62,,Attacking Midfield,,,,
63,11.0,Nathanaël MbukuN. MbukuLeft Winger,Nathanaël Mbuku,"Mar 16, 2002 (20)",,€8.00m
64,,Nathanaël MbukuN. Mbuku,,,,
65,,Left Winger,,,,
66,10.0,Arbër ZeneliA. ZeneliLeft Winger,Arbër Zeneli,"Feb 25, 1995 (27)",,€4.50m
67,,Arbër ZeneliA. Zeneli,,,,
68,,Left Winger,,,,
69,19.0,Mitchell van BergenM. van BergenLeft Winger,Mitchell van Bergen,"Aug 27, 1999 (22)",,€2.00m
70,,Mitchell van BergenM. van Bergen,,,,
71,,Left Winger,,,,
72,25.0,Moussa DoumbiaM. DoumbiaLeft Winger,Moussa Doumbia,"Aug 15, 1994 (27)",,€1.20m
73,,Moussa DoumbiaM. Doumbia,,,,
74,,Left Winger,,,,
75,12.0,Alexis FlipsA. FlipsRight Winger,Alexis Flips,"Jan 18, 2000 (22)",,€2.50m
76,,Alexis FlipsA. Flips,,,,
77,,Right Winger,,,,
78,22.0,Hugo EkitikeH. EkitikeCentre-Forward,Hugo Ekitike,"Jun 20, 2002 (19)",,€28.00m
79,,Hugo EkitikeH. Ekitike,,,,
80,,Centre-Forward,,,,
81,7.0,El Bilal TouréE. TouréCentre-Forward,El Bilal Touré,"Oct 3, 2001 (20)",,€6.50m
82,,El Bilal TouréE. Touré,,,,
83,,Centre-Forward,,,,
84,17.0,Anastasios DonisA. DonisCentre-Forward,Anastasios Donis,"Aug 29, 1996 (25)",,€1.00m
85,,Anastasios DonisA. Donis,,,,
86,,Centre-Forward,,,,
87,18.0,Fraser HornbyF. HornbyCentre-Forward,Fraser Hornby,"Sep 13, 1999 (22)",,€1.00m
88,,Fraser HornbyF. Hornby,,,,
89,,Centre-Forward,,,,
0,1.0,Jonas OmlinJ. OmlinGoalkeeper,Jonas Omlin,"Jan 10, 1994 (28)",,€8.00m
1,,Jonas OmlinJ. Omlin,,,,
2,,Goalkeeper,,,,
3,16.0,Dimitry BertaudD. BertaudGoalkeeper,Dimitry Bertaud,"Jun 6, 1998 (24)",,€1.50m
4,,Dimitry BertaudD. Bertaud,,,,
5,,Goalkeeper,,,,
6,30.0,Matis CarvalhoM. CarvalhoGoalkeeper,Matis Carvalho,"Apr 28, 1999 (23)",,€200Th.
7,,Matis CarvalhoM. Carvalho,,,,
8,,Goalkeeper,,,,
9,3.0,Mamadou SakhoM. SakhoCentre-Back,Mamadou Sakho,"Feb 13, 1990 (32)",,€4.50m
10,,Mamadou SakhoM. Sakho,,,,
11,,Centre-Back,,,,
12,14.0,Maxime EstèveM. EstèveCentre-Back,Maxime Estève,"May 26, 2002 (20)",,€4.50m
13,,Maxime EstèveM. Estève,,,,
14,,Centre-Back,,,,
15,5.0,Pedro MendesP. MendesCentre-Back,Pedro Mendes,"Oct 1, 1990 (31)",,€4.00m
16,,Pedro MendesP. Mendes,,,,
17,,Centre-Back,,,,
18,26.0,ThulerThulerCentre-Back,Thuler,"Mar 10, 1999 (23)",,€2.00m
19,,ThulerThuler,,,,
20,,Centre-Back,,,,
21,31.0,Nicolas CozzaN. CozzaLeft-Back,Nicolas Cozza,"Jan 8, 1999 (23)",,€5.00m
22,,Nicolas CozzaN. Cozza,,,,
23,,Left-Back,,,,
24,7.0,Mihailo RisticM. RisticLeft-Back,Mihailo Ristic,"Oct 31, 1995 (26)",,€3.50m
25,,Mihailo RisticM. Ristic,,,,
26,,Left-Back,,,,
27,8.0,Ambroise OyongoA. OyongoLeft-Back,Ambroise Oyongo,"Jun 22, 1991 (30)",,€1.80m
28,,Ambroise OyongoA. Oyongo,,,,
29,,Left-Back,,,,
30,17.0,Thibault TamasT. TamasLeft-Back,Thibault Tamas,"Feb 20, 2001 (21)",,€200Th.
31,,Thibault TamasT. Tamas,,,,
32,,Left-Back,,,,
33,6.0,Junior SambiaJ. SambiaRight-Back,Junior Sambia,"Sep 7, 1996 (25)",,€4.50m
34,,Junior SambiaJ. Sambia,,,,
35,,Right-Back,,,,
36,2.0,Arnaud SouquetA. SouquetRight-Back,Arnaud Souquet,"Feb 12, 1992 (30)",,€2.50m
37,,Arnaud SouquetA. Souquet,,,,
38,,Right-Back,,,,
39,13.0,Joris ChotardJ. ChotardDefensive Midfield,Joris Chotard,"Sep 24, 2001 (20)",,€10.00m
40,,Joris ChotardJ. Chotard,,,,
41,,Defensive Midfield,,,,
42,15.0,Gabriel BarèsG. BarèsDefensive Midfield,Gabriel Barès,"Aug 29, 2000 (21)",,€700Th.
43,,Gabriel BarèsG. Barès,,,,
44,,Defensive Midfield,,,,
45,11.0,Téji SavanierT. Savanier Central Midfield,Téji Savanier,"Dec 22, 1991 (30)",,€12.00m
46,,Téji SavanierT. Savanier,,,,
47,,Central Midfield,,,,
48,12.0,Jordan FerriJ. FerriCentral Midfield,Jordan Ferri,"Mar 12, 1992 (30)",,€5.00m
49,,Jordan FerriJ. Ferri,,,,
50,,Central Midfield,,,,
51,18.0,Léo LeroyL. LeroyCentral Midfield,Léo Leroy,"Feb 14, 2000 (22)",,€1.50m
52,,Léo LeroyL. Leroy,,,,
53,,Central Midfield,,,,
54,22.0,Rémy CabellaR. CabellaAttacking Midfield,Rémy Cabella,"Mar 8, 1990 (32)",,€6.50m
55,,Rémy CabellaR. Cabella,,,,
56,,Attacking Midfield,,,,
57,25.0,Florent MolletF. MolletAttacking Midfield,Florent Mollet,"Nov 19, 1991 (30)",,€6.00m
58,,Florent MolletF. Mollet,,,,
59,,Attacking Midfield,,,,
60,10.0,Stephy MavididiS. MavididiLeft Winger,Stephy Mavididi,"May 31, 1998 (24)",,€10.00m
61,,Stephy MavididiS. Mavididi,,,,
62,,Left Winger,,,,
63,21.0,Elye WahiElye WahiCentre-Forward,Elye Wahi,"Jan 2, 2003 (19)",,€12.00m
64,,Elye WahiElye Wahi,,,,
65,,Centre-Forward,,,,
66,9.0,Valère GermainV. GermainCentre-Forward,Valère Germain,"Apr 17, 1990 (32)",,€2.50m
67,,Valère GermainV. Germain,,,,
68,,Centre-Forward,,,,
69,23.0,Nicholas GioacchiniN. GioacchiniCentre-Forward,Nicholas Gioacchini,"Jul 25, 2000 (21)",,€1.50m
70,,Nicholas GioacchiniN. Gioacchini,,,,
71,,Centre-Forward,,,,
72,28.0,Béni MakouanaB. MakouanaCentre-Forward,Béni Makouana,"Sep 28, 2002 (19)",,€800Th.
73,,Béni MakouanaB. Makouana,,,,
74,,Centre-Forward,,,,
75,20.0,Yanis GuermoucheY. GuermoucheCentre-Forward,Yanis Guermouche,"Apr 15, 2001 (21)",,€250Th.
76,,Yanis GuermoucheY. Guermouche,,,,
77,,Centre-Forward,,,,
0,16.0,Anthony MandréaA. MandréaGoalkeeper,Anthony Mandréa,"Dec 25, 1996 (25)",,€1.00m
1,,Anthony MandréaA. Mandréa,,,,
2,,Goalkeeper,,,,
3,30.0,Danijel PetkovicD. PetkovicGoalkeeper,Danijel Petkovic,"May 25, 1993 (29)",,€1.00m
4,,Danijel PetkovicD. Petkovic,,,,
5,,Goalkeeper,,,,
6,24.0,Romain ThomasR. ThomasCentre-Back,Romain Thomas,"Jun 12, 1988 (33)",,€1.00m
7,,Romain ThomasR. Thomas,,,,
8,,Centre-Back,,,,
9,29.0,Vincent ManceauV. ManceauCentre-Back,Vincent Manceau,"Jul 10, 1989 (32)",,€800Th.
10,,Vincent ManceauV. Manceau,,,,
11,,Centre-Back,,,,
12,8.0,Ismaël TraoréI. Traoré Centre-Back,Ismaël Traoré,"Aug 18, 1986 (35)",,€600Th.
13,,Ismaël TraoréI. Traoré,,,,
14,,Centre-Back,,,,
15,20.0,Kévin BomaK. BomaCentre-Back,Kévin Boma,"Nov 20, 2002 (19)",,€300Th.
16,,Kévin BomaK. Boma,,,,
17,,Centre-Back,,,,
18,3.0,Souleyman DoumbiaS. DoumbiaLeft-Back,Souleyman Doumbia,"Sep 24, 1996 (25)",,€3.00m
19,,Souleyman DoumbiaS. Doumbia,,,,
20,,Left-Back,,,,
21,6.0,Enzo EbosseE. EbosseLeft-Back,Enzo Ebosse,"Mar 11, 1999 (23)",,€2.00m
22,,Enzo EbosseE. Ebosse,,,,
23,,Left-Back,,,,
24,25.0,Abdoulaye BambaA. BambaRight-Back,Abdoulaye Bamba,"Apr 25, 1990 (32)",,€500Th.
25,,Abdoulaye BambaA. Bamba,,,,
26,,Right-Back,,,,
27,2.0,Batista MendyB. MendyDefensive Midfield,Batista Mendy,"Jan 12, 2000 (22)",,€3.00m
28,,Batista MendyB. Mendy,,,,
29,,Defensive Midfield,,,,
30,12.0,Zinédine Ould KhaledZ. Ould KhaledDefensive Midfield,Zinédine Ould Khaled,"Jan 14, 2000 (22)",,€250Th.
31,,Zinédine Ould KhaledZ. Ould Khaled,,,,
32,,Defensive Midfield,,,,
33,23.0,Nabil BentalebN. BentalebCentral Midfield,Nabil Bentaleb,"Nov 24, 1994 (27)",,€3.50m
34,,Nabil BentalebN. Bentaleb,,,,
35,,Central Midfield,,,,
36,18.0,Azzedine OunahiA. OunahiCentral Midfield,Azzedine Ounahi,"Apr 19, 2000 (22)",,€3.00m
37,,Azzedine OunahiA. Ounahi,,,,
38,,Central Midfield,,,,
39,5.0,Thomas ManganiT. ManganiCentral Midfield,Thomas Mangani,"Apr 29, 1987 (35)",,€600Th.
40,,Thomas ManganiT. Mangani,,,,
41,,Central Midfield,,,,
42,11.0,Jimmy CabotJ. CabotRight Midfield,Jimmy Cabot,"Apr 18, 1994 (28)",,€5.00m
43,,Jimmy CabotJ. Cabot,,,,
44,,Right Midfield,,,,
45,27.0,Mathias Pereira LageM. Pereira LageRight Midfield,Mathias Pereira Lage,"Nov 30, 1996 (25)",,€2.50m
46,,Mathias Pereira LageM. Pereira Lage,,,,
47,,Right Midfield,,,,
48,15.0,Pierrick CapelleP. CapelleLeft Midfield,Pierrick Capelle,"Apr 15, 1987 (35)",,€500Th.
49,,Pierrick CapelleP. Capelle,,,,
50,,Left Midfield,,,,
51,10.0,Angelo FulginiA. FulginiAttacking Midfield,Angelo Fulgini,"Aug 20, 1996 (25)",,€12.00m
52,,Angelo FulginiA. Fulgini,,,,
53,,Attacking Midfield,,,,
54,26.0,Waniss TaïbiW. TaïbiAttacking Midfield,Waniss Taïbi,"Mar 7, 2002 (20)",,€600Th.
55,,Waniss TaïbiW. Taïbi,,,,
56,,Attacking Midfield,,,,
57,7.0,Sofiane BoufalS. Boufal Left Winger,Sofiane Boufal,"Sep 17, 1993 (28)",,€8.00m
58,,Sofiane BoufalS. Boufal,,,,
59,,Left Winger,,,,
60,9.0,Casimir NingaC. NingaLeft Winger,Casimir Ninga,"May 17, 1993 (29)",,€1.20m
61,,Casimir NingaC. Ninga,,,,
62,,Left Winger,,,,
63,22.0,Marin JakolisM. JakolisLeft Winger,Marin Jakolis,"Dec 26, 1996 (25)",,€1.20m
64,,Marin JakolisM. Jakolis,,,,
65,,Left Winger,,,,
66,35.0,Jason MbockJ. Mbock Left Winger,Jason Mbock,"Nov 1, 1999 (22)",,€200Th.
67,,Jason MbockJ. Mbock,,,,
68,,Left Winger,,,,
69,17.0,Noah FatarN. FatarRight Winger,Noah Fatar,"Feb 15, 2002 (20)",,€300Th.
70,,Noah FatarN. Fatar,,,,
71,,Right Winger,,,,
72,21.0,Mohamed-Ali ChoM. ChoCentre-Forward,Mohamed-Ali Cho,"Jan 19, 2004 (18)",,€15.00m
73,,Mohamed-Ali ChoM. Cho,,,,
74,,Centre-Forward,,,,
75,19.0,Stéphane BahokenS. BahokenCentre-Forward,Stéphane Bahoken,"May 28, 1992 (30)",,€4.00m
76,,Stéphane BahokenS. Bahoken,,,,
77,,Centre-Forward,,,,
0,16.0,Alexandre OukidjaA. OukidjaGoalkeeper,Alexandre Oukidja,"Jul 19, 1988 (33)",,€1.20m
1,,Alexandre OukidjaA. Oukidja,,,,
2,,Goalkeeper,,,,
3,30.0,Marc-Aurèle CaillardM. CaillardGoalkeeper,Marc-Aurèle Caillard,"May 12, 1994 (28)",,€1.20m
4,,Marc-Aurèle CaillardM. Caillard,,,,
5,,Goalkeeper,,,,
6,40.0,Ousmane BaO. BaGoalkeeper,Ousmane Ba,"Jun 6, 2002 (20)",,€300Th.
7,,Ousmane BaO. Ba,,,,
8,,Goalkeeper,,,,
9,1.0,David OberhauserD. OberhauserGoalkeeper,David Oberhauser,"Nov 29, 1990 (31)",,€250Th.
10,,David OberhauserD. Oberhauser,,,,
11,,Goalkeeper,,,,
12,23.0,Kiki KouyatéK. KouyatéCentre-Back,Kiki Kouyaté,"Apr 15, 1997 (25)",,€5.00m
13,,Kiki KouyatéK. Kouyaté,,,,
14,,Centre-Back,,,,
15,2.0,Dylan BronnD. Bronn Centre-Back,Dylan Bronn,"Jun 19, 1995 (26)",,€4.00m
16,,Dylan BronnD. Bronn,,,,
17,,Centre-Back,,,,
18,4.0,Sikou NiakatéS. NiakatéCentre-Back,Sikou Niakaté,"Jul 10, 1999 (22)",,€1.80m
19,,Sikou NiakatéS. Niakaté,,,,
20,,Centre-Back,,,,
21,29.0,Lenny LacroixL. LacroixCentre-Back,Lenny Lacroix,"Feb 6, 2003 (19)",,€1.00m
22,,Lenny LacroixL. Lacroix,,,,
23,,Centre-Back,,,,
24,27.0,Jean-Armel Kana-BiyikJ. Kana-BiyikCentre-Back,Jean-Armel Kana-Biyik,"Jul 3, 1989 (32)",,€500Th.
25,,Jean-Armel Kana-BiyikJ. Kana-Biyik,,,,
26,,Centre-Back,,,,
27,3.0,Matthieu UdolM. Udol Left-Back,Matthieu Udol,"Mar 20, 1996 (26)",,€2.50m
28,,Matthieu UdolM. Udol,,,,
29,,Left-Back,,,,
30,17.0,Thomas DelaineT. DelaineLeft-Back,Thomas Delaine,"Mar 24, 1992 (30)",,€2.00m
31,,Thomas DelaineT. Delaine,,,,
32,,Left-Back,,,,
33,13.0,Fali CandéF. CandéLeft-Back,Fali Candé,"Jan 24, 1998 (24)",,€1.50m
34,,Fali CandéF. Candé,,,,
35,,Left-Back,,,,
36,28.0,Manuel CabitM. CabitLeft-Back,Manuel Cabit,"Jun 3, 1993 (29)",,€200Th.
37,,Manuel CabitM. Cabit,,,,
38,,Left-Back,,,,
39,18.0,Fabien CentonzeF. CentonzeRight-Back,Fabien Centonze,"Jan 16, 1996 (26)",,€7.00m
40,,Fabien CentonzeF. Centonze,,,,
41,,Right-Back,,,,
42,25.0,William MikelbrencisW. MikelbrencisRight-Back,William Mikelbrencis,"Feb 25, 2004 (18)",,€2.00m
43,,William MikelbrencisW. Mikelbrencis,,,,
44,,Right-Back,,,,
45,15.0,Pape SarrPape SarrDefensive Midfield,Pape Sarr,"Sep 14, 2002 (19)",,€15.00m
46,,Pape SarrPape Sarr,,,,
47,,Defensive Midfield,,,,
48,19.0,Habib MaïgaH. MaïgaDefensive Midfield,Habib Maïga,"Jan 1, 1996 (26)",,€3.50m
49,,Habib MaïgaH. Maïga,,,,
50,,Defensive Midfield,,,,
51,6.0,Kévin N'DoramK. N'DoramDefensive Midfield,Kévin N'Doram,"Jan 22, 1996 (26)",,€2.00m
52,,Kévin N'DoramK. N'Doram,,,,
53,,Defensive Midfield,,,,
54,32.0,Ibrahim AmadouI. AmadouDefensive Midfield,Ibrahim Amadou,"Apr 6, 1993 (29)",,€2.00m
55,,Ibrahim AmadouI. Amadou,,,,
56,,Defensive Midfield,,,,
57,14.0,Vincent PajotV. PajotDefensive Midfield,Vincent Pajot,"Aug 19, 1990 (31)",,€1.00m
58,,Vincent PajotV. Pajot,,,,
59,,Defensive Midfield,,,,
60,33.0,Amadou Salif MbengueA. MbengueDefensive Midfield,Amadou Salif Mbengue,"Jan 5, 2002 (20)",,€800Th.
61,,Amadou Salif MbengueA. Mbengue,,,,
62,,Defensive Midfield,,,,
63,8.0,Boubacar TraoréB. TraoréCentral Midfield,Boubacar Traoré,"Aug 20, 2001 (20)",,€1.80m
64,,Boubacar TraoréB. Traoré,,,,
65,,Central Midfield,,,,
66,10.0,Farid BoulayaF. BoulayaAttacking Midfield,Farid Boulaya,"Feb 25, 1993 (29)",,€3.50m
67,,Farid BoulayaF. Boulaya,,,,
68,,Attacking Midfield,,,,
69,21.0,Amine BassiA. BassiAttacking Midfield,Amine Bassi,"Nov 27, 1997 (24)",,€1.50m
70,,Amine BassiA. Bassi,,,,
71,,Attacking Midfield,,,,
72,22.0,Didier Lamkel ZéD. Lamkel ZéLeft Winger,Didier Lamkel Zé,"Sep 17, 1996 (25)",,€3.50m
73,,Didier Lamkel ZéD. Lamkel Zé,,,,
74,,Left Winger,,,,
75,11.0,Opa NguetteO. NguetteLeft Winger,Opa Nguette,"Jul 8, 1994 (27)",,€2.00m
76,,Opa NguetteO. Nguette,,,,
77,,Left Winger,,,,
78,26.0,Papa Ndiaga YadeP. YadeLeft Winger,Papa Ndiaga Yade,"Jan 5, 2000 (22)",,€2.00m
79,,Papa Ndiaga YadeP. Yade,,,,
80,,Left Winger,,,,
81,7.0,Ibrahima NianeI. NianeCentre-Forward,Ibrahima Niane,"Mar 11, 1999 (23)",,€5.00m
82,,Ibrahima NianeI. Niane,,,,
83,,Centre-Forward,,,,
84,9.0,Nicolas de PrévilleN. de PrévilleCentre-Forward,Nicolas de Préville,"Jan 8, 1991 (31)",,€2.50m
85,,Nicolas de PrévilleN. de Préville,,,,
86,,Centre-Forward,,,,
87,34.0,Louis MafoutaL. MafoutaCentre-Forward,Louis Mafouta,"Jul 2, 1994 (27)",,€900Th.
88,,Louis MafoutaL. Mafouta,,,,
89,,Centre-Forward,,,,
90,24.0,Lenny JosephL. JosephCentre-Forward,Lenny Joseph,"Oct 12, 2000 (21)",,€500Th.
91,,Lenny JosephL. Joseph,,,,
92,,Centre-Forward,,,,
0,30.0,Paul NardiP. NardiGoalkeeper,Paul Nardi,"May 18, 1994 (28)",,€2.00m
1,,Paul NardiP. Nardi,,,,
2,,Goalkeeper,,,,
3,1.0,Matthieu DreyerM. DreyerGoalkeeper,Matthieu Dreyer,"Mar 20, 1989 (33)",,€300Th.
4,,Matthieu DreyerM. Dreyer,,,,
5,,Goalkeeper,,,,
6,16.0,Teddy BartoucheT. BartoucheGoalkeeper,Teddy Bartouche,"Jun 5, 1997 (25)",,€150Th.
7,,Teddy BartoucheT. Bartouche,,,,
8,,Goalkeeper,,,,
9,40.0,Thomas CallensT. CallensGoalkeeper,Thomas Callens,"Sep 6, 1998 (23)",,€150Th.
10,,Thomas CallensT. Callens,,,,
11,,Goalkeeper,,,,
12,15.0,Julien LaporteJ. LaporteCentre-Back,Julien Laporte,"Nov 4, 1993 (28)",,€3.00m
13,,Julien LaporteJ. Laporte,,,,
14,,Centre-Back,,,,
15,3.0,Moritz JenzM. JenzCentre-Back,Moritz Jenz,"Apr 30, 1999 (23)",,€2.50m
16,,Moritz JenzM. Jenz,,,,
17,,Centre-Back,,,,
18,19.0,Léo PétrotL. PétrotCentre-Back,Léo Pétrot,"Apr 15, 1997 (25)",,€1.00m
19,,Léo PétrotL. Pétrot,,,,
20,,Centre-Back,,,,
21,21.0,Jérémy MorelJ. MorelCentre-Back,Jérémy Morel,"Apr 2, 1984 (38)",,€300Th.
22,,Jérémy MorelJ. Morel,,,,
23,,Centre-Back,,,,
24,25.0,Vincent Le GoffV. Le GoffLeft-Back,Vincent Le Goff,"Oct 15, 1989 (32)",,€1.00m
25,,Vincent Le GoffV. Le Goff,,,,
26,,Left-Back,,,,
27,20.0,Samuel LoricS. LoricLeft-Back,Samuel Loric,"Jul 5, 2000 (21)",,€600Th.
28,,Samuel LoricS. Loric,,,,
29,,Left-Back,,,,
30,17.0,Houboulang MendesH. MendesRight-Back,Houboulang Mendes,"May 4, 1998 (24)",,€3.00m
31,,Houboulang MendesH. Mendes,,,,
32,,Right-Back,,,,
33,2.0,Igor SilvaI. SilvaRight-Back,Igor Silva,"Aug 21, 1996 (25)",,€2.00m
34,,Igor SilvaI. Silva,,,,
35,,Right-Back,,,,
36,37.0,Théo Le BrisT. Le BrisRight-Back,Théo Le Bris,"Oct 1, 2002 (19)",,€400Th.
37,,Théo Le BrisT. Le Bris,,,,
38,,Right-Back,,,,
39,14.0,Jérôme HergaultJ. HergaultRight-Back,Jérôme Hergault,"Apr 5, 1986 (36)",,€250Th.
40,,Jérôme HergaultJ. Hergault,,,,
41,,Right-Back,,,,
42,6.0,Laurent AbergelL. AbergelDefensive Midfield,Laurent Abergel,"Feb 1, 1993 (29)",,€3.00m
43,,Laurent AbergelL. Abergel,,,,
44,,Defensive Midfield,,,,
45,8.0,Bonke InnocentB. InnocentDefensive Midfield,Bonke Innocent,"Jan 20, 1996 (26)",,€2.00m
46,,Bonke InnocentB. Innocent,,,,
47,,Defensive Midfield,,,,
48,23.0,Thomas MonconduitT. MonconduitDefensive Midfield,Thomas Monconduit,"Feb 10, 1991 (31)",,€1.50m
49,,Thomas MonconduitT. Monconduit,,,,
50,,Defensive Midfield,,,,
51,18.0,Fabien LemoineF. Lemoine Defensive Midfield,Fabien Lemoine,"Mar 16, 1987 (35)",,€600Th.
52,,Fabien LemoineF. Lemoine,,,,
53,,Defensive Midfield,,,,
54,31.0,Redwan BourlèsR. BourlèsLeft Midfield,Redwan Bourlès,"Jan 2, 2003 (19)",,€300Th.
55,,Redwan BourlèsR. Bourlès,,,,
56,,Left Midfield,,,,
57,10.0,Enzo Le FéeE. Le FéeAttacking Midfield,Enzo Le Fée,"Feb 3, 2000 (22)",,€6.00m
58,,Enzo Le FéeE. Le Fée,,,,
59,,Attacking Midfield,,,,
60,11.0,Quentin BoisgardQ. BoisgardAttacking Midfield,Quentin Boisgard,"Mar 17, 1997 (25)",,€1.80m
61,,Quentin BoisgardQ. Boisgard,,,,
62,,Attacking Midfield,,,,
63,28.0,Armand LaurientéA. LaurientéRight Winger,Armand Laurienté,"Dec 4, 1998 (23)",,€7.00m
64,,Armand LaurientéA. Laurienté,,,,
65,,Right Winger,,,,
66,7.0,Stéphane DiarraS. DiarraRight Winger,Stéphane Diarra,"Dec 9, 1998 (23)",,€1.50m
67,,Stéphane DiarraS. Diarra,,,,
68,,Right Winger,,,,
69,38.0,Dango OuattaraD. OuattaraRight Winger,Dango Ouattara,"Feb 11, 2002 (20)",,€900Th.
70,,Dango OuattaraD. Ouattara,,,,
71,,Right Winger,,,,
72,13.0,Terem MoffiT. MoffiCentre-Forward,Terem Moffi,"May 25, 1999 (23)",,€9.00m
73,,Terem MoffiT. Moffi,,,,
74,,Centre-Forward,,,,
75,9.0,Ibrahima KonéI. KonéCentre-Forward,Ibrahima Koné,"Jun 16, 1999 (22)",,€4.50m
76,,Ibrahima KonéI. Koné,,,,
77,,Centre-Forward,,,,
78,22.0,Sambou SoumanoS. SoumanoCentre-Forward,Sambou Soumano,"Jan 3, 2001 (21)",,€1.20m
79,,Sambou SoumanoS. Soumano,,,,
80,,Centre-Forward,,,,
0,30,Gauthier GallonG. GallonGoalkeeper,Gauthier Gallon,"Apr 23, 1993 (29)",,€2.50m
1,,Gauthier GallonG. Gallon,,,,
2,,Goalkeeper,,,,
3,16,Sébastien RenotS. RenotGoalkeeper,Sébastien Renot,"Nov 11, 1989 (32)",,€250Th.
4,,Sébastien RenotS. Renot,,,,
5,,Goalkeeper,,,,
6,40,Jessy MoulinJ. MoulinGoalkeeper,Jessy Moulin,"Jan 13, 1986 (36)",,€250Th.
7,,Jessy MoulinJ. Moulin,,,,
8,,Goalkeeper,,,,
9,1,Ryan BouallakR. BouallakGoalkeeper,Ryan Bouallak,"Aug 19, 1999 (22)",,€200Th.
10,,Ryan BouallakR. Bouallak,,,,
11,,Goalkeeper,,,,
