,#,player,Unnamed: 2,Date of birth / Age,Nat.,Market value
67,,Borja MayoralB. Mayoral,,,,
68,,Centre-Forward,,,,
69,12.0,Sandro RamírezS. RamírezCentre-Forward,Sandro Ramírez,"Jul 9, 1995 (26)",,€3.50m
70,,Sandro RamírezS. Ramírez,,,,
71,,Centre-Forward,,,,
72,7.0,Jaime MataJ. MataCentre-Forward,Jaime Mata,"Oct 24, 1988 (33)",,€3.00m
73,,Jaime MataJ. Mata,,,,
74,,Centre-Forward,,,,
0,28.0,Giorgi MamardashviliG. MamardashviliGoalkeeper,Giorgi Mamardashvili,"Sep 29, 2000 (21)",,€10.00m
1,,Giorgi MamardashviliG. Mamardashvili,,,,
2,,Goalkeeper,,,,
3,13.0,Jasper CillessenJ. CillessenGoalkeeper,Jasper Cillessen,"Apr 22, 1989 (33)",,€3.00m
4,,Jasper CillessenJ. Cillessen,,,,
5,,Goalkeeper,,,,
6,1.0,Jaume DoménechJ. DoménechGoalkeeper,Jaume Doménech,"Nov 5, 1990 (31)",,€2.00m
7,,Jaume DoménechJ. Doménech,,,,
8,,Goalkeeper,,,,
9,15.0,Omar AldereteO. AldereteCentre-Back,Omar Alderete,"Dec 26, 1996 (25)",,€10.00m
10,,Omar AldereteO. Alderete,,,,
11,,Centre-Back,,,,
12,5.0,Gabriel PaulistaGabriel PaulistaCentre-Back,Gabriel Paulista,"Nov 26, 1990 (31)",,€7.00m
13,,Gabriel PaulistaGabriel Paulista,,,,
14,,Centre-Back,,,,
15,12.0,Mouctar DiakhabyM. DiakhabyCentre-Back,Mouctar Diakhaby,"Dec 19, 1996 (25)",,€7.00m
16,,Mouctar DiakhabyM. Diakhaby,,,,
17,,Centre-Back,,,,
18,24.0,Eray CömertE. CömertCentre-Back,Eray Cömert,"Feb 4, 1998 (24)",,€1.50m
19,,Eray CömertE. Cömert,,,,
20,,Centre-Back,,,,
21,37.0,Cristhian MosqueraC. MosqueraCentre-Back,Cristhian Mosquera,"Jun 27, 2004 (17)",,€1.00m
22,,Cristhian MosqueraC. Mosquera,,,,
23,,Centre-Back,,,,
24,14.0,José GayàJ. Gayà Left-Back,José Gayà,"May 25, 1995 (27)",,€40.00m
25,,José GayàJ. Gayà,,,,
26,,Left-Back,,,,
27,32.0,Jesús VázquezJ. VázquezLeft-Back,Jesús Vázquez,"Jan 2, 2003 (19)",,€5.00m
28,,Jesús VázquezJ. Vázquez,,,,
29,,Left-Back,,,,
30,3.0,Toni LatoToni LatoLeft-Back,Toni Lato,"Nov 21, 1997 (24)",,€1.50m
31,,Toni LatoToni Lato,,,,
32,,Left-Back,,,,
33,2.0,Thierry CorreiaT. CorreiaRight-Back,Thierry Correia,"Mar 9, 1999 (23)",,€8.00m
34,,Thierry CorreiaT. Correia,,,,
35,,Right-Back,,,,
36,20.0,Dimitri FoulquierD. FoulquierRight-Back,Dimitri Foulquier,"Mar 23, 1993 (29)",,€4.00m
37,,Dimitri FoulquierD. Foulquier,,,,
38,,Right-Back,,,,
39,6.0,Hugo GuillamónH. GuillamónDefensive Midfield,Hugo Guillamón,"Jan 31, 2000 (22)",,€20.00m
40,,Hugo GuillamónH. Guillamón,,,,
41,,Defensive Midfield,,,,
42,8.0,Uroš RačićU. RačićDefensive Midfield,Uroš Račić,"Mar 17, 1998 (24)",,€7.00m
43,,Uroš RačićU. Račić,,,,
44,,Defensive Midfield,,,,
45,10.0,Carlos SolerC. SolerCentral Midfield,Carlos Soler,"Jan 2, 1997 (25)",,€50.00m
46,,Carlos SolerC. Soler,,,,
47,,Central Midfield,,,,
48,4.0,Yunus MusahY. MusahCentral Midfield,Yunus Musah,"Nov 29, 2002 (19)",,€15.00m
49,,Yunus MusahY. Musah,,,,
50,,Central Midfield,,,,
51,23.0,Ilaix MoribaI. MoribaCentral Midfield,Ilaix Moriba,"Jan 19, 2003 (19)",,€9.00m
52,,Ilaix MoribaI. Moriba,,,,
53,,Central Midfield,,,,
54,18.0,Koba KoindrediK. KoindrediCentral Midfield,Koba Koindredi,"Oct 27, 2001 (20)",,€1.00m
55,,Koba KoindrediK. Koindredi,,,,
56,,Central Midfield,,,,
57,7.0,Gonçalo GuedesG. GuedesLeft Winger,Gonçalo Guedes,"Nov 29, 1996 (25)",,€40.00m
58,,Gonçalo GuedesG. Guedes,,,,
59,,Left Winger,,,,
60,21.0,Bryan GilBryan GilLeft Winger,Bryan Gil,"Feb 11, 2001 (21)",,€18.00m
61,,Bryan GilBryan Gil,,,,
62,,Left Winger,,,,
63,17.0,Denis CheryshevD. CheryshevLeft Winger,Denis Cheryshev,"Dec 26, 1990 (31)",,€2.50m
64,,Denis CheryshevD. Cheryshev,,,,
65,,Left Winger,,,,
66,11.0,Hélder CostaH. CostaRight Winger,Hélder Costa,"Jan 12, 1994 (28)",,€5.00m
67,,Hélder CostaH. Costa,,,,
68,,Right Winger,,,,
69,9.0,Maxi GómezM. GómezCentre-Forward,Maxi Gómez,"Aug 14, 1996 (25)",,€12.00m
70,,Maxi GómezM. Gómez,,,,
71,,Centre-Forward,,,,
72,19.0,Hugo DuroHugo DuroCentre-Forward,Hugo Duro,"Nov 10, 1999 (22)",,€10.00m
73,,Hugo DuroHugo Duro,,,,
74,,Centre-Forward,,,,
75,22.0,Marcos AndréMarcos AndréCentre-Forward,Marcos André,"Oct 20, 1996 (25)",,€5.00m
76,,Marcos AndréMarcos André,,,,
77,,Centre-Forward,,,,
0,1.0,Jeremías LedesmaJ. LedesmaGoalkeeper,Jeremías Ledesma,"Feb 13, 1993 (29)",,€6.00m
1,,Jeremías LedesmaJ. Ledesma,,,,
2,,Goalkeeper,,,,
3,13.0,David GilDavid GilGoalkeeper,David Gil,"Jan 11, 1994 (28)",,€800Th.
4,,David GilDavid Gil,,,,
5,,Goalkeeper,,,,
6,3.0,FaliFaliCentre-Back,Fali,"Aug 12, 1993 (28)",,€3.00m
7,,FaliFali,,,,
8,,Centre-Back,,,,
9,32.0,Víctor ChustV. ChustCentre-Back,Víctor Chust,"Mar 5, 2000 (22)",,€2.50m
10,,Víctor ChustV. Chust,,,,
11,,Centre-Back,,,,
12,5.0,Varazdat HaroyanV. HaroyanCentre-Back,Varazdat Haroyan,"Aug 24, 1992 (29)",,€1.20m
13,,Varazdat HaroyanV. Haroyan,,,,
14,,Centre-Back,,,,
15,16.0,Juan CalaJuan CalaCentre-Back,Juan Cala,"Nov 26, 1989 (32)",,€900Th.
16,,Juan CalaJuan Cala,,,,
17,,Centre-Back,,,,
18,23.0,Luis HernándezL. HernándezCentre-Back,Luis Hernández,"Apr 14, 1989 (33)",,€800Th.
19,,Luis HernándezL. Hernández,,,,
20,,Centre-Back,,,,
21,22.0,Alfonso EspinoA. EspinoLeft-Back,Alfonso Espino,"Jan 5, 1992 (30)",,€6.00m
22,,Alfonso EspinoA. Espino,,,,
23,,Left-Back,,,,
24,19.0,Santiago ArzamendiaS. ArzamendiaLeft-Back,Santiago Arzamendia,"May 5, 1998 (24)",,€1.80m
25,,Santiago ArzamendiaS. Arzamendia,,,,
26,,Left-Back,,,,
27,20.0,Iza CarcelénI. CarcelénRight-Back,Iza Carcelén,"Apr 23, 1993 (29)",,€1.50m
28,,Iza CarcelénI. Carcelén,,,,
29,,Right-Back,,,,
30,15.0,Carlos AkapoC. AkapoRight-Back,Carlos Akapo,"Mar 12, 1993 (29)",,€1.20m
31,,Carlos AkapoC. Akapo,,,,
32,,Right-Back,,,,
33,2.0,Jens JönssonJ. JönssonDefensive Midfield,Jens Jönsson,"Jan 10, 1993 (29)",,€4.00m
34,,Jens JönssonJ. Jönsson,,,,
35,,Defensive Midfield,,,,
36,12.0,Tomás AlarcónT. AlarcónDefensive Midfield,Tomás Alarcón,"Jan 19, 1999 (23)",,€3.00m
37,,Tomás AlarcónT. Alarcón,,,,
38,,Defensive Midfield,,,,
39,6.0,José MariJosé Mari Defensive Midfield,José Mari,"Dec 6, 1987 (34)",,€400Th.
40,,José MariJosé Mari,,,,
41,,Defensive Midfield,,,,
42,4.0,Rubén AlcarazR. Alcaraz Central Midfield,Rubén Alcaraz,"May 1, 1991 (31)",,€2.50m
43,,Rubén AlcarazR. Alcaraz,,,,
44,,Central Midfield,,,,
45,24.0,Fede San EmeterioF. San EmeterioCentral Midfield,Fede San Emeterio,"Mar 16, 1997 (25)",,€1.50m
46,,Fede San EmeterioF. San Emeterio,,,,
47,,Central Midfield,,,,
48,8.0,Álex FernándezÁ. FernándezAttacking Midfield,Álex Fernández,"Oct 15, 1992 (29)",,€6.00m
49,,Álex FernándezÁ. Fernández,,,,
50,,Attacking Midfield,,,,
51,11.0,Oussama IdrissiO. IdrissiLeft Winger,Oussama Idrissi,"Feb 26, 1996 (26)",,€4.00m
52,,Oussama IdrissiO. Idrissi,,,,
53,,Left Winger,,,,
54,10.0,Alberto PereaA. PereaLeft Winger,Alberto Perea,"Dec 19, 1990 (31)",,€1.00m
55,,Alberto PereaA. Perea,,,,
56,,Left Winger,,,,
57,7.0,Salvi SánchezS. SánchezRight Winger,Salvi Sánchez,"Mar 30, 1991 (31)",,€2.00m
58,,Salvi SánchezS. Sánchez,,,,
59,,Right Winger,,,,
60,14.0,Iván AlejoI. AlejoRight Winger,Iván Alejo,"Feb 10, 1995 (27)",,€1.20m
61,,Iván AlejoI. Alejo,,,,
62,,Right Winger,,,,
63,9.0,Choco LozanoC. LozanoCentre-Forward,Choco Lozano,"Apr 25, 1993 (29)",,€4.00m
64,,Choco LozanoC. Lozano,,,,
65,,Centre-Forward,,,,
66,25.0,Lucas PérezL. PérezCentre-Forward,Lucas Pérez,"Sep 10, 1988 (33)",,€2.50m
67,,Lucas PérezL. Pérez,,,,
68,,Centre-Forward,,,,
69,21.0,Rubén SobrinoR. SobrinoCentre-Forward,Rubén Sobrino,"Jun 1, 1992 (30)",,€2.00m
70,,Rubén SobrinoR. Sobrino,,,,
71,,Centre-Forward,,,,
72,18.0,Álvaro NegredoÁ. NegredoCentre-Forward,Álvaro Negredo,"Aug 20, 1985 (36)",,€1.50m
73,,Álvaro NegredoÁ. Negredo,,,,
74,,Centre-Forward,,,,
75,17.0,Florin AndoneF. AndoneCentre-Forward,Florin Andone,"Apr 11, 1993 (29)",,€1.00m
76,,Florin AndoneF. Andone,,,,
77,,Centre-Forward,,,,
0,13.0,Diego LópezD. LópezGoalkeeper,Diego López,"Nov 3, 1981 (40)",,€500Th.
1,,Diego LópezD. López,,,,
2,,Goalkeeper,,,,
3,34.0,Joan GarcíaJ. GarcíaGoalkeeper,Joan García,"May 4, 2001 (21)",,€400Th.
4,,Joan GarcíaJ. García,,,,
5,,Goalkeeper,,,,
6,1.0,Oier OlazábalO. OlazábalGoalkeeper,Oier Olazábal,"Sep 14, 1989 (32)",,€300Th.
7,,Oier OlazábalO. Olazábal,,,,
8,,Goalkeeper,,,,
9,4.0,Leandro CabreraL. CabreraCentre-Back,Leandro Cabrera,"Jun 17, 1991 (30)",,€4.00m
10,,Leandro CabreraL. Cabrera,,,,
11,,Centre-Back,,,,
12,24.0,Sergi GómezS. GómezCentre-Back,Sergi Gómez,"Mar 28, 1992 (30)",,€3.00m
13,,Sergi GómezS. Gómez,,,,
14,,Centre-Back,,,,
15,5.0,Fernando CaleroF. CaleroCentre-Back,Fernando Calero,"Sep 14, 1995 (26)",,€1.80m
16,,Fernando CaleroF. Calero,,,,
17,,Centre-Back,,,,
18,3.0,Adrià PedrosaA. PedrosaLeft-Back,Adrià Pedrosa,"May 13, 1998 (24)",,€9.00m
19,,Adrià PedrosaA. Pedrosa,,,,
20,,Left-Back,,,,
21,17.0,Dídac VilàD. VilàLeft-Back,Dídac Vilà,"Jun 9, 1989 (32)",,€600Th.
22,,Dídac VilàD. Vilà,,,,
23,,Left-Back,,,,
24,12.0,Óscar GilÓ. GilRight-Back,Óscar Gil,"Apr 26, 1998 (24)",,€3.00m
25,,Óscar GilÓ. Gil,,,,
26,,Right-Back,,,,
27,22.0,Aleix VidalA. VidalRight-Back,Aleix Vidal,"Aug 21, 1989 (32)",,€2.00m
28,,Aleix VidalA. Vidal,,,,
29,,Right-Back,,,,
30,2.0,MiguelónMiguelónRight-Back,Miguelón,"Jan 18, 1996 (26)",,€800Th.
31,,MiguelónMiguelón,,,,
32,,Right-Back,,,,
33,15.0,David LópezD. López Defensive Midfield,David López,"Oct 9, 1989 (32)",,€1.80m
34,,David LópezD. López,,,,
35,,Defensive Midfield,,,,
36,10.0,Sergi DarderS. DarderCentral Midfield,Sergi Darder,"Dec 22, 1993 (28)",,€14.00m
37,,Sergi DarderS. Darder,,,,
38,,Central Midfield,,,,
39,25.0,Yangel HerreraY. HerreraCentral Midfield,Yangel Herrera,"Jan 7, 1998 (24)",,€14.00m
40,,Yangel HerreraY. Herrera,,,,
41,,Central Midfield,,,,
42,6.0,Manu MorlanesM. MorlanesCentral Midfield,Manu Morlanes,"Jan 12, 1999 (23)",,€5.00m
43,,Manu MorlanesM. Morlanes,,,,
44,,Central Midfield,,,,
45,19.0,Tonny VilhenaT. VilhenaCentral Midfield,Tonny Vilhena,"Jan 3, 1995 (27)",,€5.00m
46,,Tonny VilhenaT. Vilhena,,,,
47,,Central Midfield,,,,
48,20.0,Keidi BareK. Bare Central Midfield,Keidi Bare,"Aug 28, 1997 (24)",,€4.00m
49,,Keidi BareK. Bare,,,,
50,,Central Midfield,,,,
51,8.0,Fran MéridaF. MéridaCentral Midfield,Fran Mérida,"Mar 4, 1990 (32)",,€900Th.
52,,Fran MéridaF. Mérida,,,,
53,,Central Midfield,,,,
54,9.0,Javi PuadoJ. PuadoLeft Winger,Javi Puado,"May 25, 1998 (24)",,€8.00m
55,,Javi PuadoJ. Puado,,,,
56,,Left Winger,,,,
57,21.0,Nico MelamedN. MelamedLeft Winger,Nico Melamed,"Apr 11, 2001 (21)",,€7.50m
58,,Nico MelamedN. Melamed,,,,
59,,Left Winger,,,,
60,7.0,Lei WuLei WuLeft Winger,Lei Wu,"Nov 19, 1991 (30)",,€2.50m
61,,Lei WuLei Wu,,,,
62,,Left Winger,,,,
63,23.0,Adrián EmbarbaA. EmbarbaRight Winger,Adrián Embarba,"May 7, 1992 (30)",,€4.00m
64,,Adrián EmbarbaA. Embarba,,,,
65,,Right Winger,,,,
66,14.0,Óscar MelendoÓ. MelendoRight Winger,Óscar Melendo,"Aug 23, 1997 (24)",,€3.00m
67,,Óscar MelendoÓ. Melendo,,,,
68,,Right Winger,,,,
69,11.0,Raúl de TomásR. de TomásCentre-Forward,Raúl de Tomás,"Oct 17, 1994 (27)",,€25.00m
70,,Raúl de TomásR. de Tomás,,,,
71,,Centre-Forward,,,,
72,16.0,Loren MorónL. MorónCentre-Forward,Loren Morón,"Dec 30, 1993 (28)",,€4.00m
73,,Loren MorónL. Morón,,,,
74,,Centre-Forward,,,,
75,18.0,Landry DimataL. DimataCentre-Forward,Landry Dimata,"Sep 1, 1997 (24)",,€2.20m
76,,Landry DimataL. Dimata,,,,
77,,Centre-Forward,,,,
0,1,Luís MaximianoLuís MaximianoGoalkeeper,Luís Maximiano,"Jan 5, 1999 (23)",,€12.00m
1,,Luís MaximianoLuís Maximiano,,,,
2,,Goalkeeper,,,,
3,13,Aarón EscandellA. EscandellGoalkeeper,Aarón Escandell,"Sep 27, 1995 (26)",,€1.00m
4,,Aarón EscandellA. Escandell,,,,
5,,Goalkeeper,,,,
6,-,João CostaJ. CostaGoalkeeper,João Costa,"Feb 2, 1996 (26)",,€200Th.
7,,João CostaJ. Costa,,,,
8,,Goalkeeper,,,,
9,22,Domingos DuarteD. DuarteCentre-Back,Domingos Duarte,"Mar 10, 1995 (27)",,€8.00m
10,,Domingos DuarteD. Duarte,,,,
11,,Centre-Back,,,,
12,28,Raúl TorrenteR. Torrente Centre-Back,Raúl Torrente,"Sep 11, 2001 (20)",,€3.00m
13,,Raúl TorrenteR. Torrente,,,,
14,,Centre-Back,,,,
15,6,Germán SánchezG. SánchezCentre-Back,Germán Sánchez,"Dec 12, 1986 (35)",,€800Th.
16,,Germán SánchezG. Sánchez,,,,
17,,Centre-Back,,,,
18,-,Neyder LozanoN. Lozano Centre-Back,Neyder Lozano,"Mar 4, 1994 (28)",,€200Th.
19,,Neyder LozanoN. Lozano,,,,
20,,Centre-Back,,,,
21,15,Carlos NevaC. Neva Left-Back,Carlos Neva,"Jun 12, 1996 (25)",,€4.00m
22,,Carlos NevaC. Neva,,,,
23,,Left-Back,,,,
24,3,Sergio EscuderoS. EscuderoLeft-Back,Sergio Escudero,"Sep 2, 1989 (32)",,€1.80m
25,,Sergio EscuderoS. Escudero,,,,
26,,Left-Back,,,,
27,2,Santiago AriasS. AriasRight-Back,Santiago Arias,"Jan 13, 1992 (30)",,€4.00m
28,,Santiago AriasS. Arias,,,,
29,,Right-Back,,,,
30,16,Víctor DíazV. Díaz Right-Back,Víctor Díaz,"Jun 12, 1988 (33)",,€700Th.
31,,Víctor DíazV. Díaz,,,,
32,,Right-Back,,,,
33,17,QuiniQuiniRight-Back,Quini,"Sep 24, 1989 (32)",,€400Th.
34,,QuiniQuini,,,,
35,,Right-Back,,,,
36,18,Njegos PetrovicN. PetrovicDefensive Midfield,Njegos Petrovic,"Jul 18, 1999 (22)",,€2.50m
37,,Njegos PetrovicN. Petrovic,,,,
38,,Defensive Midfield,,,,
39,4,Maxime GonalonsM. GonalonsDefensive Midfield,Maxime Gonalons,"Mar 10, 1989 (33)",,€1.80m
40,,Maxime GonalonsM. Gonalons,,,,
41,,Defensive Midfield,,,,
42,5,Luis MillaL. MillaCentral Midfield,Luis Milla,"Oct 7, 1994 (27)",,€5.00m
43,,Luis MillaL. Milla,,,,
44,,Central Midfield,,,,
45,8,Yan EtekiYan EtekiCentral Midfield,Yan Eteki,"Aug 26, 1997 (24)",,€1.50m
46,,Yan EtekiYan Eteki,,,,
47,,Central Midfield,,,,
48,19,Ángel MontoroÁ. MontoroCentral Midfield,Ángel Montoro,"Jun 25, 1988 (33)",,€1.00m
49,,Ángel MontoroÁ. Montoro,,,,
50,,Central Midfield,,,,
51,26,Isma RuizIsma RuizCentral Midfield,Isma Ruiz,"Feb 14, 2001 (21)",,€600Th.
52,,Isma RuizIsma Ruiz,,,,
53,,Central Midfield,,,,
54,35,Álex ColladoÁ. ColladoAttacking Midfield,Álex Collado,"Apr 22, 1999 (23)",,€4.00m
55,,Álex ColladoÁ. Collado,,,,
56,,Attacking Midfield,,,,
57,11,Darwin MachísD. MachísLeft Winger,Darwin Machís,"Feb 7, 1993 (29)",,€6.00m
58,,Darwin MachísD. Machís,,,,
59,,Left Winger,,,,
60,24,Myrto UzuniM. Uzuni Left Winger,Myrto Uzuni,"May 31, 1995 (27)",,€3.00m
61,,Myrto UzuniM. Uzuni,,,,
62,,Left Winger,,,,
63,10,Antonio PuertasA. PuertasRight Winger,Antonio Puertas,"Feb 21, 1992 (30)",,€4.50m
64,,Antonio PuertasA. Puertas,,,,
65,,Right Winger,,,,
66,7,Alberto SoroA. SoroRight Winger,Alberto Soro,"Mar 9, 1999 (23)",,€2.50m
67,,Alberto SoroA. Soro,,,,
68,,Right Winger,,,,
69,21,Rubén RochinaR. RochinaRight Winger,Rubén Rochina,"Mar 23, 1991 (31)",,€2.50m
70,,Rubén RochinaR. Rochina,,,,
71,,Right Winger,,,,
72,12,Dani RabaDani RabaRight Winger,Dani Raba,"Oct 29, 1995 (26)",,€900Th.
73,,Dani RabaDani Raba,,,,
74,,Right Winger,,,,
75,9,Luis SuárezL. SuárezCentre-Forward,Luis Suárez,"Dec 2, 1997 (24)",,€9.00m
76,,Luis SuárezL. Suárez,,,,
77,,Centre-Forward,,,,
78,14,Matías ArezoM. ArezoCentre-Forward,Matías Arezo,"Nov 21, 2002 (19)",,€6.00m
79,,Matías ArezoM. Arezo,,,,
80,,Centre-Forward,,,,
81,23,Jorge MolinaJ. MolinaCentre-Forward,Jorge Molina,"Apr 22, 1982 (40)",,€1.50m
82,,Jorge MolinaJ. Molina,,,,
83,,Centre-Forward,,,,
84,20,Carlos BaccaC. BaccaCentre-Forward,Carlos Bacca,"Sep 8, 1986 (35)",,€1.00m
85,,Carlos BaccaC. Bacca,,,,
86,,Centre-Forward,,,,
0,13.0,Édgar BadíaÉ. BadíaGoalkeeper,Édgar Badía,"Feb 12, 1992 (30)",,€3.00m
1,,Édgar BadíaÉ. Badía,,,,
2,,Goalkeeper,,,,
3,1.0,Kiko CasillaK. CasillaGoalkeeper,Kiko Casilla,"Oct 2, 1986 (35)",,€700Th.
4,,Kiko CasillaK. Casilla,,,,
5,,Goalkeeper,,,,
6,3.0,Enzo RocoEnzo RocoCentre-Back,Enzo Roco,"Aug 16, 1992 (29)",,€2.00m
7,,Enzo RocoEnzo Roco,,,,
8,,Centre-Back,,,,
9,4.0,Diego GonzálezD. GonzálezCentre-Back,Diego González,"Jan 28, 1995 (27)",,€2.00m
10,,Diego GonzálezD. González,,,,
11,,Centre-Back,,,,
12,6.0,Pedro BigasP. BigasCentre-Back,Pedro Bigas,"May 15, 1990 (32)",,€1.00m
13,,Pedro BigasP. Bigas,,,,
14,,Centre-Back,,,,
15,5.0,Gonzalo VerdúG. Verdú Centre-Back,Gonzalo Verdú,"Oct 21, 1988 (33)",,€700Th.
16,,Gonzalo VerdúG. Verdú,,,,
17,,Centre-Back,,,,
18,22.0,Johan MojicaJ. MojicaLeft-Back,Johan Mojica,"Aug 21, 1992 (29)",,€5.00m
19,,Johan MojicaJ. Mojica,,,,
20,,Left-Back,,,,
21,12.0,Lucas OlazaL. OlazaLeft-Back,Lucas Olaza,"Jul 21, 1994 (27)",,€2.50m
22,,Lucas OlazaL. Olaza,,,,
23,,Left-Back,,,,
24,14.0,Helibelton PalaciosH. PalaciosRight-Back,Helibelton Palacios,"Jun 11, 1993 (28)",,€1.20m
25,,Helibelton PalaciosH. Palacios,,,,
26,,Right-Back,,,,
27,19.0,Antonio BarragánA. BarragánRight-Back,Antonio Barragán,"Jun 12, 1987 (34)",,€600Th.
28,,Antonio BarragánA. Barragán,,,,
29,,Right-Back,,,,
30,21.0,Omar MascarellO. MascarellDefensive Midfield,Omar Mascarell,"Feb 2, 1993 (29)",,€4.00m
31,,Omar MascarellO. Mascarell,,,,
32,,Defensive Midfield,,,,
33,2.0,Gerard GumbauG. GumbauDefensive Midfield,Gerard Gumbau,"Dec 18, 1994 (27)",,€3.00m
34,,Gerard GumbauG. Gumbau,,,,
35,,Defensive Midfield,,,,
36,23.0,Iván MarconeI. MarconeDefensive Midfield,Iván Marcone,"Jun 3, 1990 (32)",,€2.00m
37,,Iván MarconeI. Marcone,,,,
38,,Defensive Midfield,,,,
39,8.0,Raúl GutiR. GutiCentral Midfield,Raúl Guti,"Dec 30, 1996 (25)",,€4.00m
40,,Raúl GutiR. Guti,,,,
41,,Central Midfield,,,,
42,24.0,Kike PérezK. PérezCentral Midfield,Kike Pérez,"Feb 14, 1997 (25)",,€1.50m
43,,Kike PérezK. Pérez,,,,
44,,Central Midfield,,,,
45,15.0,Javier PastoreJ. PastoreAttacking Midfield,Javier Pastore,"Jun 20, 1989 (32)",,€900Th.
46,,Javier PastoreJ. Pastore,,,,
47,,Attacking Midfield,,,,
48,10.0,Pere MillaP. MillaLeft Winger,Pere Milla,"Sep 23, 1992 (29)",,€3.00m
49,,Pere MillaP. Milla,,,,
50,,Left Winger,,,,
51,11.0,Tete MorenteTete MorenteLeft Winger,Tete Morente,"Dec 4, 1996 (25)",,€3.00m
52,,Tete MorenteTete Morente,,,,
53,,Left Winger,,,,
54,16.0,FidelFidelLeft Winger,Fidel,"Oct 27, 1989 (32)",,€2.00m
55,,FidelFidel,,,,
56,,Left Winger,,,,
57,20.0,Pablo PiattiP. PiattiLeft Winger,Pablo Piatti,"Mar 31, 1989 (33)",,€1.00m
58,,Pablo PiattiP. Piatti,,,,
59,,Left Winger,,,,
60,17.0,JosanJosanRight Winger,Josan,"Dec 3, 1989 (32)",,€1.00m
61,,JosanJosan,,,,
62,,Right Winger,,,,
63,9.0,Lucas BoyéL. BoyéCentre-Forward,Lucas Boyé,"Feb 28, 1996 (26)",,€15.00m
64,,Lucas BoyéL. Boyé,,,,
65,,Centre-Forward,,,,
66,18.0,Ezequiel PonceE. PonceCentre-Forward,Ezequiel Ponce,"Mar 29, 1997 (25)",,€5.00m
67,,Ezequiel PonceE. Ponce,,,,
68,,Centre-Forward,,,,
69,7.0,Guido CarrilloG. CarrilloCentre-Forward,Guido Carrillo,"May 25, 1991 (31)",,€1.50m
70,,Guido CarrilloG. Carrillo,,,,
71,,Centre-Forward,,,,
0,25.0,Sergio RicoS. RicoGoalkeeper,Sergio Rico,"Sep 1, 1993 (28)",,€4.00m
1,,Sergio RicoS. Rico,,,,
2,,Goalkeeper,,,,
3,13.0,Dominik GreifD. GreifGoalkeeper,Dominik Greif,"Apr 6, 1997 (25)",,€2.00m
4,,Dominik GreifD. Greif,,,,
5,,Goalkeeper,,,,
6,31.0,Leo RománL. RománGoalkeeper,Leo Román,"Jul 6, 2000 (21)",,€300Th.
7,,Leo RománL. Román,,,,
8,,Goalkeeper,,,,
9,1.0,Manolo ReinaM. Reina Goalkeeper,Manolo Reina,"Apr 1, 1985 (37)",,€200Th.
10,,Manolo ReinaM. Reina,,,,
11,,Goalkeeper,,,,
12,24.0,Martin ValjentM. ValjentCentre-Back,Martin Valjent,"Dec 11, 1995 (26)",,€4.00m
13,,Martin ValjentM. Valjent,,,,
14,,Centre-Back,,,,
15,21.0,Antonio RaílloA. RaílloCentre-Back,Antonio Raíllo,"Oct 8, 1991 (30)",,€2.00m
16,,Antonio RaílloA. Raíllo,,,,
17,,Centre-Back,,,,
18,5.0,Franco RussoF. RussoCentre-Back,Franco Russo,"Oct 25, 1994 (27)",,€1.20m
19,,Franco RussoF. Russo,,,,
20,,Centre-Back,,,,
21,20.0,Aleksandar SedlarA. SedlarCentre-Back,Aleksandar Sedlar,"Dec 13, 1991 (30)",,€500Th.
22,,Aleksandar SedlarA. Sedlar,,,,
23,,Centre-Back,,,,
24,3.0,Brian OlivánB. OlivánLeft-Back,Brian Oliván,"Apr 1, 1994 (28)",,€2.50m
25,,Brian OlivánB. Oliván,,,,
26,,Left-Back,,,,
27,18.0,Jaume CostaJ. CostaLeft-Back,Jaume Costa,"Mar 18, 1988 (34)",,€1.20m
28,,Jaume CostaJ. Costa,,,,
29,,Left-Back,,,,
30,15.0,Pablo MaffeoP. MaffeoRight-Back,Pablo Maffeo,"Jul 12, 1997 (24)",,€5.00m
31,,Pablo MaffeoP. Maffeo,,,,
32,,Right-Back,,,,
33,2.0,Giovanni GonzálezG. GonzálezRight-Back,Giovanni González,"Sep 20, 1994 (27)",,€1.50m
34,,Giovanni GonzálezG. González,,,,
35,,Right-Back,,,,
36,16.0,Rodrigo BattagliaR. BattagliaDefensive Midfield,Rodrigo Battaglia,"Jul 12, 1991 (30)",,€1.80m
37,,Rodrigo BattagliaR. Battaglia,,,,
38,,Defensive Midfield,,,,
39,12.0,Iddrisu BabaI. BabaCentral Midfield,Iddrisu Baba,"Jan 22, 1996 (26)",,€3.50m
40,,Iddrisu BabaI. Baba,,,,
41,,Central Midfield,,,,
42,4.0,Iñigo Ruiz de GalarretaI. Ruiz de Galarreta Central Midfield,Iñigo Ruiz de Galarreta,"Aug 6, 1993 (28)",,€1.80m
43,,Iñigo Ruiz de GalarretaI. Ruiz de Galarreta,,,,
44,,Central Midfield,,,,
45,10.0,Antonio SánchezA. SánchezCentral Midfield,Antonio Sánchez,"Apr 22, 1997 (25)",,€1.50m
46,,Antonio SánchezA. Sánchez,,,,
47,,Central Midfield,,,,
48,6.0,Clément GrenierC. GrenierCentral Midfield,Clément Grenier,"Jan 7, 1991 (31)",,€1.00m
49,,Clément GrenierC. Grenier,,,,
