,#,player,Unnamed: 2,Date of birth / Age,Nat.,Market value
81,91,Gianluca ScamaccaG. ScamaccaCentre-Forward,Gianluca Scamacca,"Jan 1, 1999 (23)",,€30.00m
82,,Gianluca ScamaccaG. Scamacca,,,,
83,,Centre-Forward,,,,
84,-,Luca MoroLuca Moro Centre-Forward,Luca Moro,"Jan 25, 2001 (21)",,€3.50m
85,,Luca MoroLuca Moro,,,,
86,,Centre-Forward,,,,
87,92,Grégoire DefrelG. DefrelCentre-Forward,Grégoire Defrel,"Jun 17, 1991 (30)",,€3.50m
88,,Grégoire DefrelG. Defrel,,,,
89,,Centre-Forward,,,,
0,28,Lukasz SkorupskiL. SkorupskiGoalkeeper,Lukasz Skorupski,"May 5, 1991 (31)",,€4.00m
1,,Lukasz SkorupskiL. Skorupski,,,,
2,,Goalkeeper,,,,
3,22,Francesco BardiF. BardiGoalkeeper,Francesco Bardi,"Jan 18, 1992 (30)",,€700Th.
4,,Francesco BardiF. Bardi,,,,
5,,Goalkeeper,,,,
6,12,Marco MollaM. MollaGoalkeeper,Marco Molla,"Jun 19, 2002 (19)",,€100Th.
7,,Marco MollaM. Molla,,,,
8,,Goalkeeper,,,,
9,6,Arthur TheateA. TheateCentre-Back,Arthur Theate,"May 25, 2000 (22)",,€10.00m
10,,Arthur TheateA. Theate,,,,
11,,Centre-Back,,,,
12,4,Kevin BonifaziK. BonifaziCentre-Back,Kevin Bonifazi,"May 19, 1996 (26)",,€4.50m
13,,Kevin BonifaziK. Bonifazi,,,,
14,,Centre-Back,,,,
15,5,Adama SoumaoroA. SoumaoroCentre-Back,Adama Soumaoro,"Jun 18, 1992 (29)",,€4.00m
16,,Adama SoumaoroA. Soumaoro,,,,
17,,Centre-Back,,,,
18,2,Luis BinksL. BinksCentre-Back,Luis Binks,"Sep 2, 2001 (20)",,€1.50m
19,,Luis BinksL. Binks,,,,
20,,Centre-Back,,,,
21,17,Gary MedelG. MedelCentre-Back,Gary Medel,"Aug 3, 1987 (34)",,€1.00m
22,,Gary MedelG. Medel,,,,
23,,Centre-Back,,,,
24,3,Aaron HickeyA. HickeyLeft-Back,Aaron Hickey,"Jun 10, 2002 (19)",,€15.00m
25,,Aaron HickeyA. Hickey,,,,
26,,Left-Back,,,,
27,35,Mitchell DijksM. DijksLeft-Back,Mitchell Dijks,"Feb 9, 1993 (29)",,€2.50m
28,,Mitchell DijksM. Dijks,,,,
29,,Left-Back,,,,
30,71,Denso KasiusD. KasiusRight-Back,Denso Kasius,"Oct 6, 2002 (19)",,€2.00m
31,,Denso KasiusD. Kasius,,,,
32,,Right-Back,,,,
33,29,Lorenzo De SilvestriL. De SilvestriRight-Back,Lorenzo De Silvestri,"May 23, 1988 (34)",,€1.50m
34,,Lorenzo De SilvestriL. De Silvestri,,,,
35,,Right-Back,,,,
36,15,Ibrahima MbayeI. MbayeRight-Back,Ibrahima Mbaye,"Nov 19, 1994 (27)",,€1.00m
37,,Ibrahima MbayeI. Mbaye,,,,
38,,Right-Back,,,,
39,30,Jerdy SchoutenJ. SchoutenDefensive Midfield,Jerdy Schouten,"Jan 12, 1997 (25)",,€8.00m
40,,Jerdy SchoutenJ. Schouten,,,,
41,,Defensive Midfield,,,,
42,32,Mattias SvanbergM. SvanbergCentral Midfield,Mattias Svanberg,"Jan 5, 1999 (23)",,€15.00m
43,,Mattias SvanbergM. Svanberg,,,,
44,,Central Midfield,,,,
45,8,Nicolás DomínguezN. DomínguezCentral Midfield,Nicolás Domínguez,"Jun 28, 1998 (23)",,€13.00m
46,,Nicolás DomínguezN. Domínguez,,,,
47,,Central Midfield,,,,
48,20,Michel AebischerM. AebischerCentral Midfield,Michel Aebischer,"Jan 6, 1997 (25)",,€3.50m
49,,Michel AebischerM. Aebischer,,,,
50,,Central Midfield,,,,
51,14,Nicolas ViolaN. ViolaCentral Midfield,Nicolas Viola,"Oct 12, 1989 (32)",,€1.00m
52,,Nicolas ViolaN. Viola,,,,
53,,Central Midfield,,,,
54,16,Kingsley MichaelK. MichaelCentral Midfield,Kingsley Michael,"Aug 26, 1999 (22)",,€500Th.
55,,Kingsley MichaelK. Michael,,,,
56,,Central Midfield,,,,
57,21,Roberto SorianoR. Soriano Attacking Midfield,Roberto Soriano,"Feb 8, 1991 (31)",,€8.00m
58,,Roberto SorianoR. Soriano,,,,
59,,Attacking Midfield,,,,
60,11,Luis RojasL. RojasAttacking Midfield,Luis Rojas,"Mar 6, 2002 (20)",,€1.20m
61,,Luis RojasL. Rojas,,,,
62,,Attacking Midfield,,,,
63,99,Musa BarrowM. BarrowLeft Winger,Musa Barrow,"Nov 14, 1998 (23)",,€20.00m
64,,Musa BarrowM. Barrow,,,,
65,,Left Winger,,,,
66,10,Nicola SansoneN. SansoneLeft Winger,Nicola Sansone,"Sep 10, 1991 (30)",,€3.00m
67,,Nicola SansoneN. Sansone,,,,
68,,Left Winger,,,,
69,-,Musa JuwaraM. JuwaraLeft Winger,Musa Juwara,"Dec 26, 2001 (20)",,€1.00m
70,,Musa JuwaraM. Juwara,,,,
71,,Left Winger,,,,
72,7,Riccardo OrsoliniR. OrsoliniRight Winger,Riccardo Orsolini,"Jan 24, 1997 (25)",,€10.00m
73,,Riccardo OrsoliniR. Orsolini,,,,
74,,Right Winger,,,,
75,55,Emanuel VignatoE. VignatoRight Winger,Emanuel Vignato,"Aug 24, 2000 (21)",,€6.00m
76,,Emanuel VignatoE. Vignato,,,,
77,,Right Winger,,,,
78,9,Marko ArnautovicM. ArnautovicCentre-Forward,Marko Arnautovic,"Apr 19, 1989 (33)",,€6.00m
79,,Marko ArnautovicM. Arnautovic,,,,
80,,Centre-Forward,,,,
81,19,Federico SantanderF. SantanderCentre-Forward,Federico Santander,"Jun 4, 1991 (31)",,€1.00m
82,,Federico SantanderF. Santander,,,,
83,,Centre-Forward,,,,
84,91,Diego FalcinelliD. FalcinelliCentre-Forward,Diego Falcinelli,"Jun 26, 1991 (30)",,€1.00m
85,,Diego FalcinelliD. Falcinelli,,,,
86,,Centre-Forward,,,,
0,69.0,Bartlomiej DragowskiB. DragowskiGoalkeeper,Bartlomiej Dragowski,"Aug 19, 1997 (24)",,€9.00m
1,,Bartlomiej DragowskiB. Dragowski,,,,
2,,Goalkeeper,,,,
3,1.0,Pietro TerraccianoP. TerraccianoGoalkeeper,Pietro Terracciano,"Mar 8, 1990 (32)",,€1.50m
4,,Pietro TerraccianoP. Terracciano,,,,
5,,Goalkeeper,,,,
6,25.0,Antonio RosatiA. RosatiGoalkeeper,Antonio Rosati,"Jun 26, 1983 (38)",,€100Th.
7,,Antonio RosatiA. Rosati,,,,
8,,Goalkeeper,,,,
9,4.0,Nikola MilenkovićN. MilenkovićCentre-Back,Nikola Milenković,"Oct 12, 1997 (24)",,€23.00m
10,,Nikola MilenkovićN. Milenković,,,,
11,,Centre-Back,,,,
12,2.0,Lucas Martínez QuartaL. Martínez QuartaCentre-Back,Lucas Martínez Quarta,"May 10, 1996 (26)",,€15.00m
13,,Lucas Martínez QuartaL. Martínez Quarta,,,,
14,,Centre-Back,,,,
15,98.0,IgorIgorCentre-Back,Igor,"Feb 7, 1998 (24)",,€8.00m
16,,IgorIgor,,,,
17,,Centre-Back,,,,
18,55.0,Matija NastasićM. NastasićCentre-Back,Matija Nastasić,"Mar 28, 1993 (29)",,€2.00m
19,,Matija NastasićM. Nastasić,,,,
20,,Centre-Back,,,,
21,3.0,Cristiano BiraghiC. Biraghi Left-Back,Cristiano Biraghi,"Sep 1, 1992 (29)",,€10.00m
22,,Cristiano BiraghiC. Biraghi,,,,
23,,Left-Back,,,,
24,17.0,Aleksa TerzićA. TerzićLeft-Back,Aleksa Terzić,"Aug 17, 1999 (22)",,€2.00m
25,,Aleksa TerzićA. Terzić,,,,
26,,Left-Back,,,,
27,29.0,Álvaro OdriozolaÁ. OdriozolaRight-Back,Álvaro Odriozola,"Dec 14, 1995 (26)",,€13.00m
28,,Álvaro OdriozolaÁ. Odriozola,,,,
29,,Right-Back,,,,
30,23.0,Lorenzo VenutiL. VenutiRight-Back,Lorenzo Venuti,"Apr 12, 1995 (27)",,€3.00m
31,,Lorenzo VenutiL. Venuti,,,,
32,,Right-Back,,,,
33,18.0,Lucas TorreiraL. TorreiraDefensive Midfield,Lucas Torreira,"Feb 11, 1996 (26)",,€20.00m
34,,Lucas TorreiraL. Torreira,,,,
35,,Defensive Midfield,,,,
36,34.0,Sofyan AmrabatS. AmrabatDefensive Midfield,Sofyan Amrabat,"Aug 21, 1996 (25)",,€9.00m
37,,Sofyan AmrabatS. Amrabat,,,,
38,,Defensive Midfield,,,,
39,10.0,Gaetano CastrovilliG. Castrovilli Central Midfield,Gaetano Castrovilli,"Feb 17, 1997 (25)",,€15.00m
40,,Gaetano CastrovilliG. Castrovilli,,,,
41,,Central Midfield,,,,
42,32.0,Alfred DuncanA. DuncanCentral Midfield,Alfred Duncan,"Mar 10, 1993 (29)",,€10.00m
43,,Alfred DuncanA. Duncan,,,,
44,,Central Midfield,,,,
45,14.0,Youssef MalehY. MalehCentral Midfield,Youssef Maleh,"Aug 22, 1998 (23)",,€5.00m
46,,Youssef MalehY. Maleh,,,,
47,,Central Midfield,,,,
48,5.0,Giacomo BonaventuraG. BonaventuraCentral Midfield,Giacomo Bonaventura,"Aug 22, 1989 (32)",,€4.00m
49,,Giacomo BonaventuraG. Bonaventura,,,,
50,,Central Midfield,,,,
51,8.0,Riccardo SaponaraR. SaponaraAttacking Midfield,Riccardo Saponara,"Dec 21, 1991 (30)",,€3.00m
52,,Riccardo SaponaraR. Saponara,,,,
53,,Attacking Midfield,,,,
54,22.0,Nicolás GonzálezN. GonzálezLeft Winger,Nicolás González,"Apr 6, 1998 (24)",,€24.00m
55,,Nicolás GonzálezN. González,,,,
56,,Left Winger,,,,
57,33.0,Riccardo SottilR. SottilLeft Winger,Riccardo Sottil,"Jun 3, 1999 (23)",,€9.00m
58,,Riccardo SottilR. Sottil,,,,
59,,Left Winger,,,,
60,11.0,Jonathan IkonéJ. IkonéRight Winger,Jonathan Ikoné,"May 2, 1998 (24)",,€22.00m
61,,Jonathan IkonéJ. Ikoné,,,,
62,,Right Winger,,,,
63,7.0,José CallejónJ. CallejónRight Winger,José Callejón,"Feb 11, 1987 (35)",,€1.50m
64,,José CallejónJ. Callejón,,,,
65,,Right Winger,,,,
66,9.0,Arthur CabralA. CabralCentre-Forward,Arthur Cabral,"Apr 25, 1998 (24)",,€15.00m
67,,Arthur CabralA. Cabral,,,,
68,,Centre-Forward,,,,
69,19.0,Krzysztof PiatekK. PiatekCentre-Forward,Krzysztof Piatek,"Jul 1, 1995 (26)",,€12.00m
70,,Krzysztof PiatekK. Piatek,,,,
71,,Centre-Forward,,,,
72,91.0,Aleksandr KokorinA. KokorinCentre-Forward,Aleksandr Kokorin,"Mar 19, 1991 (31)",,€900Th.
73,,Aleksandr KokorinA. Kokorin,,,,
74,,Centre-Forward,,,,
0,1.0,Emil AuderoE. AuderoGoalkeeper,Emil Audero,"Jan 18, 1997 (25)",,€7.00m
1,,Emil AuderoE. Audero,,,,
2,,Goalkeeper,,,,
3,33.0,Wladimiro FalconeW. FalconeGoalkeeper,Wladimiro Falcone,"Apr 12, 1995 (27)",,€3.00m
4,,Wladimiro FalconeW. Falcone,,,,
5,,Goalkeeper,,,,
6,30.0,Nicola RavagliaN. RavagliaGoalkeeper,Nicola Ravaglia,"Dec 12, 1988 (33)",,€300Th.
7,,Nicola RavagliaN. Ravaglia,,,,
8,,Goalkeeper,,,,
9,15.0,Omar ColleyO. ColleyCentre-Back,Omar Colley,"Oct 24, 1992 (29)",,€5.00m
10,,Omar ColleyO. Colley,,,,
11,,Centre-Back,,,,
12,26.0,Giangiacomo MagnaniG. MagnaniCentre-Back,Giangiacomo Magnani,"Oct 4, 1995 (26)",,€4.50m
13,,Giangiacomo MagnaniG. Magnani,,,,
14,,Centre-Back,,,,
15,22.0,Maya YoshidaM. YoshidaCentre-Back,Maya Yoshida,"Aug 24, 1988 (33)",,€3.00m
16,,Maya YoshidaM. Yoshida,,,,
17,,Centre-Back,,,,
18,25.0,Alex FerrariA. FerrariCentre-Back,Alex Ferrari,"Jul 1, 1994 (27)",,€1.50m
19,,Alex FerrariA. Ferrari,,,,
20,,Centre-Back,,,,
21,3.0,Tommaso AugelloT. AugelloLeft-Back,Tommaso Augello,"Aug 30, 1994 (27)",,€4.00m
22,,Tommaso AugelloT. Augello,,,,
23,,Left-Back,,,,
24,29.0,Nicola MurruN. MurruLeft-Back,Nicola Murru,"Dec 16, 1994 (27)",,€3.00m
25,,Nicola MurruN. Murru,,,,
26,,Left-Back,,,,
27,24.0,Bartosz BereszynskiB. BereszynskiRight-Back,Bartosz Bereszynski,"Jul 12, 1992 (29)",,€5.00m
28,,Bartosz BereszynskiB. Bereszynski,,,,
29,,Right-Back,,,,
30,13.0,Andrea ContiA. ContiRight-Back,Andrea Conti,"Mar 2, 1994 (28)",,€2.50m
31,,Andrea ContiA. Conti,,,,
32,,Right-Back,,,,
33,6.0,Albin EkdalA. EkdalDefensive Midfield,Albin Ekdal,"Jul 28, 1989 (32)",,€2.00m
34,,Albin EkdalA. Ekdal,,,,
35,,Defensive Midfield,,,,
36,88.0,Tomás RincónT. RincónDefensive Midfield,Tomás Rincón,"Jan 13, 1988 (34)",,€1.00m
37,,Tomás RincónT. Rincón,,,,
38,,Defensive Midfield,,,,
39,5.0,Stefano SensiS. SensiCentral Midfield,Stefano Sensi,"Aug 5, 1995 (26)",,€8.00m
40,,Stefano SensiS. Sensi,,,,
41,,Central Midfield,,,,
42,2.0,Morten ThorsbyM. ThorsbyCentral Midfield,Morten Thorsby,"May 5, 1996 (26)",,€7.00m
43,,Morten ThorsbyM. Thorsby,,,,
44,,Central Midfield,,,,
45,14.0,Ronaldo VieiraR. VieiraCentral Midfield,Ronaldo Vieira,"Jul 19, 1998 (23)",,€3.50m
46,,Ronaldo VieiraR. Vieira,,,,
47,,Central Midfield,,,,
48,16.0,Kristoffer AskildsenK. AskildsenCentral Midfield,Kristoffer Askildsen,"Jan 9, 2001 (21)",,€2.00m
49,,Kristoffer AskildsenK. Askildsen,,,,
50,,Central Midfield,,,,
51,70.0,Simone TrimboliS. TrimboliCentral Midfield,Simone Trimboli,"Apr 19, 2002 (20)",,€500Th.
52,,Simone TrimboliS. Trimboli,,,,
53,,Central Midfield,,,,
54,87.0,Antonio CandrevaA. CandrevaRight Midfield,Antonio Candreva,"Feb 28, 1987 (35)",,€2.50m
55,,Antonio CandrevaA. Candreva,,,,
56,,Right Midfield,,,,
57,11.0,Abdelhamid SabiriA. SabiriAttacking Midfield,Abdelhamid Sabiri,"Nov 28, 1996 (25)",,€2.00m
58,,Abdelhamid SabiriA. Sabiri,,,,
59,,Attacking Midfield,,,,
60,38.0,Mikkel DamsgaardM. DamsgaardLeft Winger,Mikkel Damsgaard,"Jul 3, 2000 (21)",,€15.00m
61,,Mikkel DamsgaardM. Damsgaard,,,,
62,,Left Winger,,,,
63,21.0,Sebastian GiovincoS. GiovincoSecond Striker,Sebastian Giovinco,"Jan 26, 1987 (35)",,€600Th.
64,,Sebastian GiovincoS. Giovinco,,,,
65,,Second Striker,,,,
66,23.0,Manolo GabbiadiniM. Gabbiadini Centre-Forward,Manolo Gabbiadini,"Nov 26, 1991 (30)",,€5.00m
67,,Manolo GabbiadiniM. Gabbiadini,,,,
68,,Centre-Forward,,,,
69,7.0,Vladyslav SupryagaV. SupryagaCentre-Forward,Vladyslav Supryaga,"Feb 15, 2000 (22)",,€4.00m
70,,Vladyslav SupryagaV. Supryaga,,,,
71,,Centre-Forward,,,,
72,10.0,Francesco CaputoF. CaputoCentre-Forward,Francesco Caputo,"Aug 6, 1987 (34)",,€3.00m
73,,Francesco CaputoF. Caputo,,,,
74,,Centre-Forward,,,,
75,27.0,Fabio QuagliarellaF. Quagliarella Centre-Forward,Fabio Quagliarella,"Jan 31, 1983 (39)",,€1.00m
76,,Fabio QuagliarellaF. Quagliarella,,,,
77,,Centre-Forward,,,,
0,13.0,Guglielmo VicarioG. VicarioGoalkeeper,Guglielmo Vicario,"Oct 7, 1996 (25)",,€5.00m
1,,Guglielmo VicarioG. Vicario,,,,
2,,Goalkeeper,,,,
3,22.0,Jacopo FurlanJ. FurlanGoalkeeper,Jacopo Furlan,"Feb 22, 1993 (29)",,€300Th.
4,,Jacopo FurlanJ. Furlan,,,,
5,,Goalkeeper,,,,
6,1.0,Samir UjkaniS. UjkaniGoalkeeper,Samir Ujkani,"Jul 5, 1988 (33)",,€200Th.
7,,Samir UjkaniS. Ujkani,,,,
8,,Goalkeeper,,,,
9,42.0,Mattia VitiM. VitiCentre-Back,Mattia Viti,"Jan 24, 2002 (20)",,€4.00m
10,,Mattia VitiM. Viti,,,,
11,,Centre-Back,,,,
12,33.0,Sebastiano LupertoS. LupertoCentre-Back,Sebastiano Luperto,"Sep 6, 1996 (25)",,€2.50m
13,,Sebastiano LupertoS. Luperto,,,,
14,,Centre-Back,,,,
15,34.0,Ardian IsmajliA. IsmajliCentre-Back,Ardian Ismajli,"Sep 30, 1996 (25)",,€2.00m
16,,Ardian IsmajliA. Ismajli,,,,
17,,Centre-Back,,,,
18,26.0,Lorenzo TonelliL. Tonelli Centre-Back,Lorenzo Tonelli,"Jan 17, 1990 (32)",,€1.50m
19,,Lorenzo TonelliL. Tonelli,,,,
20,,Centre-Back,,,,
21,6.0,Simone RomagnoliS. Romagnoli Centre-Back,Simone Romagnoli,"Feb 9, 1990 (32)",,€1.20m
22,,Simone RomagnoliS. Romagnoli,,,,
23,,Centre-Back,,,,
24,65.0,Fabiano ParisiF. ParisiLeft-Back,Fabiano Parisi,"Nov 9, 2000 (21)",,€3.50m
25,,Fabiano ParisiF. Parisi,,,,
26,,Left-Back,,,,
27,21.0,Liberato CacaceL. CacaceLeft-Back,Liberato Cacace,"Sep 27, 2000 (21)",,€2.50m
28,,Liberato CacaceL. Cacace,,,,
29,,Left-Back,,,,
30,3.0,Riccardo MarchizzaR. MarchizzaLeft-Back,Riccardo Marchizza,"Mar 26, 1998 (24)",,€2.00m
31,,Riccardo MarchizzaR. Marchizza,,,,
32,,Left-Back,,,,
33,30.0,Petar StojanovicP. StojanovicRight-Back,Petar Stojanovic,"Oct 7, 1995 (26)",,€2.50m
34,,Petar StojanovicP. Stojanovic,,,,
35,,Right-Back,,,,
36,20.0,Riccardo FiamozziR. FiamozziRight-Back,Riccardo Fiamozzi,"May 18, 1993 (29)",,€500Th.
37,,Riccardo FiamozziR. Fiamozzi,,,,
38,,Right-Back,,,,
39,23.0,Kristjan AsllaniK. AsllaniDefensive Midfield,Kristjan Asllani,"Mar 9, 2002 (20)",,€3.50m
40,,Kristjan AsllaniK. Asllani,,,,
41,,Defensive Midfield,,,,
42,5.0,Leo StulacL. StulacDefensive Midfield,Leo Stulac,"Sep 26, 1994 (27)",,€3.00m
43,,Leo StulacL. Stulac,,,,
44,,Defensive Midfield,,,,
45,27.0,Szymon ZurkowskiS. ZurkowskiCentral Midfield,Szymon Zurkowski,"Sep 25, 1997 (24)",,€6.00m
46,,Szymon ZurkowskiS. Zurkowski,,,,
47,,Central Midfield,,,,
48,15.0,Marco BenassiM. BenassiCentral Midfield,Marco Benassi,"Sep 8, 1994 (27)",,€3.50m
49,,Marco BenassiM. Benassi,,,,
50,,Central Midfield,,,,
51,32.0,Nicolas HaasN. HaasCentral Midfield,Nicolas Haas,"Jan 23, 1996 (26)",,€3.50m
52,,Nicolas HaasN. Haas,,,,
53,,Central Midfield,,,,
54,8.0,Liam HendersonL. HendersonCentral Midfield,Liam Henderson,"Apr 25, 1996 (26)",,€3.00m
55,,Liam HendersonL. Henderson,,,,
56,,Central Midfield,,,,
57,25.0,Filippo BandinelliF. BandinelliCentral Midfield,Filippo Bandinelli,"Mar 29, 1995 (27)",,€2.00m
58,,Filippo BandinelliF. Bandinelli,,,,
59,,Central Midfield,,,,
60,10.0,Nedim BajramiN. BajramiAttacking Midfield,Nedim Bajrami,"Feb 28, 1999 (23)",,€10.00m
61,,Nedim BajramiN. Bajrami,,,,
62,,Attacking Midfield,,,,
63,7.0,Valerio VerreV. VerreAttacking Midfield,Valerio Verre,"Jan 11, 1994 (28)",,€2.80m
64,,Valerio VerreV. Verre,,,,
65,,Attacking Midfield,,,,
66,35.0,Tommaso BaldanziT. BaldanziAttacking Midfield,Tommaso Baldanzi,"Mar 23, 2003 (19)",,€800Th.
67,,Tommaso BaldanziT. Baldanzi,,,,
68,,Attacking Midfield,,,,
69,11.0,Federico Di FrancescoF. Di FrancescoSecond Striker,Federico Di Francesco,"Jun 14, 1994 (27)",,€3.00m
70,,Federico Di FrancescoF. Di Francesco,,,,
71,,Second Striker,,,,
72,99.0,Andrea PinamontiA. PinamontiCentre-Forward,Andrea Pinamonti,"May 19, 1999 (23)",,€16.00m
73,,Andrea PinamontiA. Pinamonti,,,,
74,,Centre-Forward,,,,
75,9.0,Patrick CutroneP. CutroneCentre-Forward,Patrick Cutrone,"Jan 3, 1998 (24)",,€4.50m
76,,Patrick CutroneP. Cutrone,,,,
77,,Centre-Forward,,,,
78,19.0,Andrea La MantiaA. La MantiaCentre-Forward,Andrea La Mantia,"May 6, 1991 (31)",,€1.50m
79,,Andrea La MantiaA. La Mantia,,,,
80,,Centre-Forward,,,,
81,17.0,Emmanuel EkongE. EkongCentre-Forward,Emmanuel Ekong,"Jun 25, 2002 (19)",,€300Th.
82,,Emmanuel EkongE. Ekong,,,,
83,,Centre-Forward,,,,
0,94.0,Ivan ProvedelI. ProvedelGoalkeeper,Ivan Provedel,"Mar 17, 1994 (28)",,€3.00m
1,,Ivan ProvedelI. Provedel,,,,
2,,Goalkeeper,,,,
3,1.0,Jeroen ZoetJ. ZoetGoalkeeper,Jeroen Zoet,"Jan 6, 1991 (31)",,€1.20m
4,,Jeroen ZoetJ. Zoet,,,,
5,,Goalkeeper,,,,
6,40.0,Petar ZovkoP. ZovkoGoalkeeper,Petar Zovko,"Mar 25, 2002 (20)",,€75Th.
7,,Petar ZovkoP. Zovko,,,,
8,,Goalkeeper,,,,
9,28.0,Martin ErlicM. ErlicCentre-Back,Martin Erlic,"Jan 24, 1998 (24)",,€4.00m
10,,Martin ErlicM. Erlic,,,,
11,,Centre-Back,,,,
12,43.0,Dimitrios NikolaouD. NikolaouCentre-Back,Dimitrios Nikolaou,"Aug 13, 1998 (23)",,€2.30m
13,,Dimitrios NikolaouD. Nikolaou,,,,
14,,Centre-Back,,,,
15,15.0,Petko HristovP. HristovCentre-Back,Petko Hristov,"Mar 1, 1999 (23)",,€1.00m
16,,Petko HristovP. Hristov,,,,
17,,Centre-Back,,,,
18,77.0,Nicolò BertolaN. BertolaCentre-Back,Nicolò Bertola,"Mar 23, 2003 (19)",,€150Th.
19,,Nicolò BertolaN. Bertola,,,,
20,,Centre-Back,,,,
21,13.0,Arkadiusz RecaA. RecaLeft-Back,Arkadiusz Reca,"Jun 17, 1995 (26)",,€3.00m
22,,Arkadiusz RecaA. Reca,,,,
23,,Left-Back,,,,
24,27.0,Kelvin AmianK. AmianRight-Back,Kelvin Amian,"Feb 8, 1998 (24)",,€3.50m
25,,Kelvin AmianK. Amian,,,,
26,,Right-Back,,,,
27,21.0,Salva FerrerS. FerrerRight-Back,Salva Ferrer,"Jan 21, 1998 (24)",,€1.30m
28,,Salva FerrerS. Ferrer,,,,
29,,Right-Back,,,,
30,88.0,Léo SenaLéo SenaDefensive Midfield,Léo Sena,"Dec 31, 1995 (26)",,€2.00m
31,,Léo SenaLéo Sena,,,,
32,,Defensive Midfield,,,,
33,14.0,Jakub KiwiorJ. KiwiorDefensive Midfield,Jakub Kiwior,"Feb 15, 2000 (22)",,€1.80m
34,,Jakub KiwiorJ. Kiwior,,,,
35,,Defensive Midfield,,,,
36,39.0,Aurélien NguiambaA. NguiambaDefensive Midfield,Aurélien Nguiamba,"Jan 18, 1999 (23)",,€500Th.
37,,Aurélien NguiambaA. Nguiamba,,,,
38,,Defensive Midfield,,,,
39,25.0,Giulio MaggioreG. Maggiore Central Midfield,Giulio Maggiore,"Mar 12, 1998 (24)",,€8.00m
40,,Giulio MaggioreG. Maggiore,,,,
41,,Central Midfield,,,,
42,20.0,Simone BastoniS. BastoniCentral Midfield,Simone Bastoni,"Nov 5, 1996 (25)",,€5.00m
43,,Simone BastoniS. Bastoni,,,,
44,,Central Midfield,,,,
45,31.0,Aimar SherA. SherCentral Midfield,Aimar Sher,"Dec 20, 2002 (19)",,€1.20m
46,,Aimar SherA. Sher,,,,
47,,Central Midfield,,,,
48,6.0,Mehdi BourabiaM. BourabiaCentral Midfield,Mehdi Bourabia,"Aug 7, 1991 (30)",,€1.00m
49,,Mehdi BourabiaM. Bourabia,,,,
50,,Central Midfield,,,,
51,7.0,Jacopo SalaJ. SalaCentral Midfield,Jacopo Sala,"Dec 5, 1991 (30)",,€700Th.
52,,Jacopo SalaJ. Sala,,,,
53,,Central Midfield,,,,
54,80.0,Niccolò PietraN. PietraCentral Midfield,Niccolò Pietra,"Sep 28, 2003 (18)",,€100Th.
55,,Niccolò PietraN. Pietra,,,,
56,,Central Midfield,,,,
57,8.0,Viktor KovalenkoV. KovalenkoAttacking Midfield,Viktor Kovalenko,"Feb 14, 1996 (26)",,€3.50m
58,,Viktor KovalenkoV. Kovalenko,,,,
59,,Attacking Midfield,,,,
60,19.0,Ebrima ColleyE. ColleyLeft Winger,Ebrima Colley,"Feb 1, 2000 (22)",,€3.70m
61,,Ebrima ColleyE. Colley,,,,
62,,Left Winger,,,,
63,11.0,Emmanuel GyasiE. GyasiLeft Winger,Emmanuel Gyasi,"Jan 11, 1994 (28)",,€2.50m
64,,Emmanuel GyasiE. Gyasi,,,,
65,,Left Winger,,,,
66,10.0,Daniele VerdeD. VerdeRight Winger,Daniele Verde,"Jun 20, 1996 (25)",,€3.50m
67,,Daniele VerdeD. Verde,,,,
68,,Right Winger,,,,
69,33.0,Kevin AgudeloK. AgudeloRight Winger,Kevin Agudelo,"Nov 14, 1998 (23)",,€3.30m
70,,Kevin AgudeloK. Agudelo,,,,
71,,Right Winger,,,,
72,17.0,Suf PodgoreanuS. PodgoreanuRight Winger,Suf Podgoreanu,"Jan 20, 2002 (20)",,€600Th.
73,,Suf PodgoreanuS. Podgoreanu,,,,
74,,Right Winger,,,,
75,29.0,Eddie SalcedoE. SalcedoCentre-Forward,Eddie Salcedo,"Oct 1, 2001 (20)",,€4.50m
76,,Eddie SalcedoE. Salcedo,,,,
77,,Centre-Forward,,,,
78,22.0,Janis AntisteJ. AntisteCentre-Forward,Janis Antiste,"Aug 18, 2002 (19)",,€4.30m
79,,Janis AntisteJ. Antiste,,,,
80,,Centre-Forward,,,,
81,18.0,M'Bala NzolaM. NzolaCentre-Forward,M'Bala Nzola,"Aug 18, 1996 (25)",,€3.00m
82,,M'Bala NzolaM. Nzola,,,,
83,,Centre-Forward,,,,
84,44.0,David StrelecD. StrelecCentre-Forward,David Strelec,"Apr 4, 2001 (21)",,€1.50m
85,,David StrelecD. Strelec,,,,
86,,Centre-Forward,,,,
87,9.0,Rey ManajRey ManajCentre-Forward,Rey Manaj,"Feb 24, 1997 (25)",,€1.00m
88,,Rey ManajRey Manaj,,,,
89,,Centre-Forward,,,,
90,99.0,Diego ZuppelD. ZuppelCentre-Forward,Diego Zuppel,"Oct 13, 2002 (19)",,€75Th.
91,,Diego ZuppelD. Zuppel,,,,
92,,Centre-Forward,,,,
0,28.0,Alessio CragnoA. CragnoGoalkeeper,Alessio Cragno,"Jun 28, 1994 (27)",,€14.00m
1,,Alessio CragnoA. Cragno,,,,
2,,Goalkeeper,,,,
